,Unnamed: 0,campfilename,monthyear,date,total_clients,cmy
0,0,Andravida_GRE_004,42016,2016-04-01,0,Andravida_GRE_004042016
1,1,Andravida_GRE_004,42016,2016-04-02,0,Andravida_GRE_004042016
2,2,Andravida_GRE_004,42016,2016-04-03,0,Andravida_GRE_004042016
3,3,Andravida_GRE_004,42016,2016-04-04,0,Andravida_GRE_004042016
4,4,Andravida_GRE_004,42016,2016-04-05,0,Andravida_GRE_004042016
5,5,Andravida_GRE_004,42016,2016-04-06,0,Andravida_GRE_004042016
6,6,Andravida_GRE_004,42016,2016-04-07,0,Andravida_GRE_004042016
7,7,Andravida_GRE_004,42016,2016-04-08,0,Andravida_GRE_004042016
8,8,Andravida_GRE_004,42016,2016-04-09,0,Andravida_GRE_004042016
9,9,Andravida_GRE_004,42016,2016-04-10,0,Andravida_GRE_004042016
10,10,Andravida_GRE_004,42016,2016-04-11,0,Andravida_GRE_004042016
11,11,Andravida_GRE_004,42016,2016-04-12,0,Andravida_GRE_004042016
12,12,Andravida_GRE_004,42016,2016-04-13,0,Andravida_GRE_004042016
13,13,Andravida_GRE_004,42016,2016-04-14,0,Andravida_GRE_004042016
14,14,Andravida_GRE_004,42016,2016-04-15,0,Andravida_GRE_004042016
15,15,Andravida_GRE_004,42016,2016-04-16,0,Andravida_GRE_004042016
16,16,Andravida_GRE_004,42016,2016-04-17,0,Andravida_GRE_004042016
17,17,Andravida_GRE_004,42016,2016-04-18,0,Andravida_GRE_004042016
18,18,Andravida_GRE_004,42016,2016-04-19,0,Andravida_GRE_004042016
19,19,Andravida_GRE_004,42016,2016-04-20,0,Andravida_GRE_004042016
20,20,Andravida_GRE_004,42016,2016-04-21,0,Andravida_GRE_004042016
21,21,Andravida_GRE_004,42016,2016-04-22,0,Andravida_GRE_004042016
22,22,Andravida_GRE_004,42016,2016-04-23,0,Andravida_GRE_004042016
23,23,Andravida_GRE_004,42016,2016-04-24,0,Andravida_GRE_004042016
24,24,Andravida_GRE_004,42016,2016-04-25,0,Andravida_GRE_004042016
25,25,Andravida_GRE_004,42016,2016-04-26,0,Andravida_GRE_004042016
26,26,Andravida_GRE_004,42016,2016-04-27,0,Andravida_GRE_004042016
27,27,Andravida_GRE_004,42016,2016-04-28,0,Andravida_GRE_004042016
28,28,Andravida_GRE_004,42016,2016-04-29,0,Andravida_GRE_004042016
29,29,Andravida_GRE_004,42016,2016-04-30,0,Andravida_GRE_004042016
30,30,Andravida_GRE_004,102016,2016-10-01,0,Andravida_GRE_004102016
31,31,Andravida_GRE_004,102016,2016-10-02,0,Andravida_GRE_004102016
32,32,Andravida_GRE_004,102016,2016-10-03,0,Andravida_GRE_004102016
33,33,Andravida_GRE_004,102016,2016-10-04,0,Andravida_GRE_004102016
34,34,Andravida_GRE_004,102016,2016-10-05,0,Andravida_GRE_004102016
35,35,Andravida_GRE_004,102016,2016-10-06,0,Andravida_GRE_004102016
36,36,Andravida_GRE_004,102016,2016-10-07,0,Andravida_GRE_004102016
37,37,Andravida_GRE_004,102016,2016-10-08,0,Andravida_GRE_004102016
38,38,Andravida_GRE_004,102016,2016-10-09,0,Andravida_GRE_004102016
39,39,Andravida_GRE_004,102016,2016-10-10,0,Andravida_GRE_004102016
40,40,Andravida_GRE_004,102016,2016-10-11,0,Andravida_GRE_004102016
41,41,Andravida_GRE_004,102016,2016-10-12,0,Andravida_GRE_004102016
42,42,Andravida_GRE_004,102016,2016-10-13,0,Andravida_GRE_004102016
43,43,Andravida_GRE_004,102016,2016-10-14,0,Andravida_GRE_004102016
44,44,Andravida_GRE_004,102016,2016-10-15,0,Andravida_GRE_004102016
45,45,Andravida_GRE_004,102016,2016-10-16,0,Andravida_GRE_004102016
46,46,Andravida_GRE_004,102016,2016-10-17,0,Andravida_GRE_004102016
47,47,Andravida_GRE_004,102016,2016-10-18,0,Andravida_GRE_004102016
48,48,Andravida_GRE_004,102016,2016-10-19,0,Andravida_GRE_004102016
49,49,Andravida_GRE_004,102016,2016-10-20,0,Andravida_GRE_004102016
50,50,Andravida_GRE_004,102016,2016-10-21,0,Andravida_GRE_004102016
51,51,Andravida_GRE_004,102016,2016-10-22,0,Andravida_GRE_004102016
52,52,Andravida_GRE_004,102016,2016-10-23,0,Andravida_GRE_004102016
53,53,Andravida_GRE_004,102016,2016-10-24,0,Andravida_GRE_004102016
54,54,Andravida_GRE_004,102016,2016-10-25,0,Andravida_GRE_004102016
55,55,Andravida_GRE_004,102016,2016-10-26,0,Andravida_GRE_004102016
56,56,Andravida_GRE_004,102016,2016-10-27,0,Andravida_GRE_004102016
57,57,Andravida_GRE_004,102016,2016-10-28,0,Andravida_GRE_004102016
58,58,Andravida_GRE_004,102016,2016-10-29,0,Andravida_GRE_004102016
59,59,Andravida_GRE_004,102016,2016-10-30,0,Andravida_GRE_004102016
60,60,Andravida_GRE_004,102016,2016-10-31,0,Andravida_GRE_004102016
61,61,Drama_GRE_011,42016,2016-04-01,0,Drama_GRE_011042016
62,62,Drama_GRE_011,42016,2016-04-02,0,Drama_GRE_011042016
63,63,Drama_GRE_011,42016,2016-04-03,0,Drama_GRE_011042016
64,64,Drama_GRE_011,42016,2016-04-04,0,Drama_GRE_011042016
65,65,Drama_GRE_011,42016,2016-04-05,0,Drama_GRE_011042016
66,66,Drama_GRE_011,42016,2016-04-06,0,Drama_GRE_011042016
67,67,Drama_GRE_011,42016,2016-04-07,0,Drama_GRE_011042016
68,68,Drama_GRE_011,42016,2016-04-08,0,Drama_GRE_011042016
69,69,Drama_GRE_011,42016,2016-04-09,0,Drama_GRE_011042016
70,70,Drama_GRE_011,42016,2016-04-10,0,Drama_GRE_011042016
71,71,Drama_GRE_011,42016,2016-04-11,0,Drama_GRE_011042016
72,72,Drama_GRE_011,42016,2016-04-12,0,Drama_GRE_011042016
73,73,Drama_GRE_011,42016,2016-04-13,0,Drama_GRE_011042016
74,74,Drama_GRE_011,42016,2016-04-14,0,Drama_GRE_011042016
75,75,Drama_GRE_011,42016,2016-04-15,0,Drama_GRE_011042016
76,76,Drama_GRE_011,42016,2016-04-16,0,Drama_GRE_011042016
77,77,Drama_GRE_011,42016,2016-04-17,0,Drama_GRE_011042016
78,78,Drama_GRE_011,42016,2016-04-18,0,Drama_GRE_011042016
79,79,Drama_GRE_011,42016,2016-04-19,0,Drama_GRE_011042016
80,80,Drama_GRE_011,42016,2016-04-20,0,Drama_GRE_011042016
81,81,Drama_GRE_011,42016,2016-04-21,0,Drama_GRE_011042016
82,82,Drama_GRE_011,42016,2016-04-22,0,Drama_GRE_011042016
83,83,Drama_GRE_011,42016,2016-04-23,0,Drama_GRE_011042016
84,84,Drama_GRE_011,42016,2016-04-24,0,Drama_GRE_011042016
85,85,Drama_GRE_011,42016,2016-04-25,0,Drama_GRE_011042016
86,86,Drama_GRE_011,42016,2016-04-26,0,Drama_GRE_011042016
87,87,Drama_GRE_011,42016,2016-04-27,0,Drama_GRE_011042016
88,88,Drama_GRE_011,42016,2016-04-28,0,Drama_GRE_011042016
89,89,Drama_GRE_011,42016,2016-04-29,0,Drama_GRE_011042016
90,90,Drama_GRE_011,42016,2016-04-30,0,Drama_GRE_011042016
91,91,Eleonas_GRE_013,102016,2016-10-01,0,Eleonas_GRE_013102016
92,92,Eleonas_GRE_013,102016,2016-10-02,0,Eleonas_GRE_013102016
93,93,Eleonas_GRE_013,102016,2016-10-03,0,Eleonas_GRE_013102016
94,94,Eleonas_GRE_013,102016,2016-10-04,0,Eleonas_GRE_013102016
95,95,Eleonas_GRE_013,102016,2016-10-05,0,Eleonas_GRE_013102016
96,96,Eleonas_GRE_013,102016,2016-10-06,0,Eleonas_GRE_013102016
97,97,Eleonas_GRE_013,102016,2016-10-07,0,Eleonas_GRE_013102016
98,98,Eleonas_GRE_013,102016,2016-10-08,0,Eleonas_GRE_013102016
99,99,Eleonas_GRE_013,102016,2016-10-09,0,Eleonas_GRE_013102016
100,100,Eleonas_GRE_013,102016,2016-10-10,0,Eleonas_GRE_013102016
101,101,Eleonas_GRE_013,102016,2016-10-11,0,Eleonas_GRE_013102016
102,102,Eleonas_GRE_013,102016,2016-10-12,0,Eleonas_GRE_013102016
103,103,Eleonas_GRE_013,102016,2016-10-13,0,Eleonas_GRE_013102016
104,104,Eleonas_GRE_013,102016,2016-10-14,0,Eleonas_GRE_013102016
105,105,Eleonas_GRE_013,102016,2016-10-15,0,Eleonas_GRE_013102016
106,106,Eleonas_GRE_013,102016,2016-10-16,0,Eleonas_GRE_013102016
107,107,Eleonas_GRE_013,102016,2016-10-17,0,Eleonas_GRE_013102016
108,108,Eleonas_GRE_013,102016,2016-10-18,0,Eleonas_GRE_013102016
109,109,Eleonas_GRE_013,102016,2016-10-19,0,Eleonas_GRE_013102016
110,110,Eleonas_GRE_013,102016,2016-10-20,0,Eleonas_GRE_013102016
111,111,Eleonas_GRE_013,102016,2016-10-21,0,Eleonas_GRE_013102016
112,112,Eleonas_GRE_013,102016,2016-10-22,0,Eleonas_GRE_013102016
113,113,Eleonas_GRE_013,102016,2016-10-23,0,Eleonas_GRE_013102016
114,114,Eleonas_GRE_013,102016,2016-10-24,0,Eleonas_GRE_013102016
115,115,Eleonas_GRE_013,102016,2016-10-25,0,Eleonas_GRE_013102016
116,116,Eleonas_GRE_013,102016,2016-10-26,0,Eleonas_GRE_013102016
117,117,Eleonas_GRE_013,102016,2016-10-27,0,Eleonas_GRE_013102016
118,118,Eleonas_GRE_013,102016,2016-10-28,0,Eleonas_GRE_013102016
119,119,Eleonas_GRE_013,102016,2016-10-29,0,Eleonas_GRE_013102016
120,120,Eleonas_GRE_013,102016,2016-10-30,0,Eleonas_GRE_013102016
121,121,Eleonas_GRE_013,102016,2016-10-31,0,Eleonas_GRE_013102016
122,122,Eleonas_GRE_013,42016,2016-04-01,0,Eleonas_GRE_013042016
123,123,Eleonas_GRE_013,42016,2016-04-02,0,Eleonas_GRE_013042016
124,124,Eleonas_GRE_013,42016,2016-04-03,0,Eleonas_GRE_013042016
125,125,Eleonas_GRE_013,42016,2016-04-04,0,Eleonas_GRE_013042016
126,126,Eleonas_GRE_013,42016,2016-04-05,0,Eleonas_GRE_013042016
127,127,Eleonas_GRE_013,42016,2016-04-06,0,Eleonas_GRE_013042016
128,128,Eleonas_GRE_013,42016,2016-04-07,0,Eleonas_GRE_013042016
129,129,Eleonas_GRE_013,42016,2016-04-08,0,Eleonas_GRE_013042016
130,130,Eleonas_GRE_013,42016,2016-04-09,0,Eleonas_GRE_013042016
131,131,Eleonas_GRE_013,42016,2016-04-10,0,Eleonas_GRE_013042016
132,132,Eleonas_GRE_013,42016,2016-04-11,0,Eleonas_GRE_013042016
133,133,Eleonas_GRE_013,42016,2016-04-12,0,Eleonas_GRE_013042016
134,134,Eleonas_GRE_013,42016,2016-04-13,0,Eleonas_GRE_013042016
135,135,Eleonas_GRE_013,42016,2016-04-14,0,Eleonas_GRE_013042016
136,136,Eleonas_GRE_013,42016,2016-04-15,0,Eleonas_GRE_013042016
137,137,Eleonas_GRE_013,42016,2016-04-16,0,Eleonas_GRE_013042016
138,138,Eleonas_GRE_013,42016,2016-04-17,0,Eleonas_GRE_013042016
139,139,Eleonas_GRE_013,42016,2016-04-18,0,Eleonas_GRE_013042016
140,140,Eleonas_GRE_013,42016,2016-04-19,0,Eleonas_GRE_013042016
141,141,Eleonas_GRE_013,42016,2016-04-20,0,Eleonas_GRE_013042016
142,142,Eleonas_GRE_013,42016,2016-04-21,0,Eleonas_GRE_013042016
143,143,Eleonas_GRE_013,42016,2016-04-22,0,Eleonas_GRE_013042016
144,144,Eleonas_GRE_013,42016,2016-04-23,0,Eleonas_GRE_013042016
145,145,Eleonas_GRE_013,42016,2016-04-24,0,Eleonas_GRE_013042016
146,146,Eleonas_GRE_013,42016,2016-04-25,0,Eleonas_GRE_013042016
147,147,Eleonas_GRE_013,42016,2016-04-26,0,Eleonas_GRE_013042016
148,148,Eleonas_GRE_013,42016,2016-04-27,0,Eleonas_GRE_013042016
149,149,Eleonas_GRE_013,42016,2016-04-28,0,Eleonas_GRE_013042016
150,150,Eleonas_GRE_013,42016,2016-04-29,0,Eleonas_GRE_013042016
151,151,Eleonas_GRE_013,42016,2016-04-30,0,Eleonas_GRE_013042016
152,152,Kavala_GRE_024,102016,2016-10-01,0,Kavala_GRE_024102016
153,153,Kavala_GRE_024,102016,2016-10-02,0,Kavala_GRE_024102016
154,154,Kavala_GRE_024,102016,2016-10-03,0,Kavala_GRE_024102016
155,155,Kavala_GRE_024,102016,2016-10-04,0,Kavala_GRE_024102016
156,156,Kavala_GRE_024,102016,2016-10-05,0,Kavala_GRE_024102016
157,157,Kavala_GRE_024,102016,2016-10-06,0,Kavala_GRE_024102016
158,158,Kavala_GRE_024,102016,2016-10-07,0,Kavala_GRE_024102016
159,159,Kavala_GRE_024,102016,2016-10-08,0,Kavala_GRE_024102016
160,160,Kavala_GRE_024,102016,2016-10-09,0,Kavala_GRE_024102016
161,161,Kavala_GRE_024,102016,2016-10-10,0,Kavala_GRE_024102016
162,162,Kavala_GRE_024,102016,2016-10-11,0,Kavala_GRE_024102016
163,163,Kavala_GRE_024,102016,2016-10-12,0,Kavala_GRE_024102016
164,164,Kavala_GRE_024,102016,2016-10-13,0,Kavala_GRE_024102016
165,165,Kavala_GRE_024,102016,2016-10-14,0,Kavala_GRE_024102016
166,166,Kavala_GRE_024,102016,2016-10-15,0,Kavala_GRE_024102016
167,167,Kavala_GRE_024,102016,2016-10-16,0,Kavala_GRE_024102016
168,168,Kavala_GRE_024,102016,2016-10-17,0,Kavala_GRE_024102016
169,169,Kavala_GRE_024,102016,2016-10-18,0,Kavala_GRE_024102016
170,170,Kavala_GRE_024,102016,2016-10-19,0,Kavala_GRE_024102016
171,171,Kavala_GRE_024,102016,2016-10-20,0,Kavala_GRE_024102016
172,172,Kavala_GRE_024,102016,2016-10-21,0,Kavala_GRE_024102016
173,173,Kavala_GRE_024,102016,2016-10-22,0,Kavala_GRE_024102016
174,174,Kavala_GRE_024,102016,2016-10-23,0,Kavala_GRE_024102016
175,175,Kavala_GRE_024,102016,2016-10-24,0,Kavala_GRE_024102016
176,176,Kavala_GRE_024,102016,2016-10-25,0,Kavala_GRE_024102016
177,177,Kavala_GRE_024,102016,2016-10-26,0,Kavala_GRE_024102016
178,178,Kavala_GRE_024,102016,2016-10-27,0,Kavala_GRE_024102016
179,179,Kavala_GRE_024,102016,2016-10-28,0,Kavala_GRE_024102016
180,180,Kavala_GRE_024,102016,2016-10-29,0,Kavala_GRE_024102016
181,181,Kavala_GRE_024,102016,2016-10-30,0,Kavala_GRE_024102016
182,182,Kavala_GRE_024,102016,2016-10-31,0,Kavala_GRE_024102016
183,183,Koutsochero_GRE_028,42016,2016-04-01,0,Koutsochero_GRE_028042016
184,184,Koutsochero_GRE_028,42016,2016-04-02,0,Koutsochero_GRE_028042016
185,185,Koutsochero_GRE_028,42016,2016-04-03,0,Koutsochero_GRE_028042016
186,186,Koutsochero_GRE_028,42016,2016-04-04,0,Koutsochero_GRE_028042016
187,187,Koutsochero_GRE_028,42016,2016-04-05,0,Koutsochero_GRE_028042016
188,188,Koutsochero_GRE_028,42016,2016-04-06,0,Koutsochero_GRE_028042016
189,189,Koutsochero_GRE_028,42016,2016-04-07,0,Koutsochero_GRE_028042016
190,190,Koutsochero_GRE_028,42016,2016-04-08,0,Koutsochero_GRE_028042016
191,191,Koutsochero_GRE_028,42016,2016-04-09,0,Koutsochero_GRE_028042016
192,192,Koutsochero_GRE_028,42016,2016-04-10,0,Koutsochero_GRE_028042016
193,193,Koutsochero_GRE_028,42016,2016-04-11,0,Koutsochero_GRE_028042016
194,194,Koutsochero_GRE_028,42016,2016-04-12,0,Koutsochero_GRE_028042016
195,195,Koutsochero_GRE_028,42016,2016-04-13,0,Koutsochero_GRE_028042016
196,196,Koutsochero_GRE_028,42016,2016-04-14,0,Koutsochero_GRE_028042016
197,197,Koutsochero_GRE_028,42016,2016-04-15,0,Koutsochero_GRE_028042016
198,198,Koutsochero_GRE_028,42016,2016-04-16,0,Koutsochero_GRE_028042016
199,199,Koutsochero_GRE_028,42016,2016-04-17,0,Koutsochero_GRE_028042016
200,200,Koutsochero_GRE_028,42016,2016-04-18,0,Koutsochero_GRE_028042016
201,201,Koutsochero_GRE_028,42016,2016-04-19,0,Koutsochero_GRE_028042016
202,202,Koutsochero_GRE_028,42016,2016-04-20,0,Koutsochero_GRE_028042016
203,203,Koutsochero_GRE_028,42016,2016-04-21,0,Koutsochero_GRE_028042016
204,204,Koutsochero_GRE_028,42016,2016-04-22,0,Koutsochero_GRE_028042016
205,205,Koutsochero_GRE_028,42016,2016-04-23,0,Koutsochero_GRE_028042016
206,206,Koutsochero_GRE_028,42016,2016-04-24,0,Koutsochero_GRE_028042016
207,207,Koutsochero_GRE_028,42016,2016-04-25,0,Koutsochero_GRE_028042016
208,208,Koutsochero_GRE_028,42016,2016-04-26,0,Koutsochero_GRE_028042016
209,209,Koutsochero_GRE_028,42016,2016-04-27,0,Koutsochero_GRE_028042016
210,210,Koutsochero_GRE_028,42016,2016-04-28,0,Koutsochero_GRE_028042016
211,211,Koutsochero_GRE_028,42016,2016-04-29,0,Koutsochero_GRE_028042016
212,212,Koutsochero_GRE_028,42016,2016-04-30,0,Koutsochero_GRE_028042016
213,213,Lavrio-New_GRE_030,42016,2016-04-01,0,Lavrio-New_GRE_030042016
214,214,Lavrio-New_GRE_030,42016,2016-04-02,0,Lavrio-New_GRE_030042016
215,215,Lavrio-New_GRE_030,42016,2016-04-03,0,Lavrio-New_GRE_030042016
216,216,Lavrio-New_GRE_030,42016,2016-04-04,0,Lavrio-New_GRE_030042016
217,217,Lavrio-New_GRE_030,42016,2016-04-05,0,Lavrio-New_GRE_030042016
218,218,Lavrio-New_GRE_030,42016,2016-04-06,0,Lavrio-New_GRE_030042016
219,219,Lavrio-New_GRE_030,42016,2016-04-07,0,Lavrio-New_GRE_030042016
220,220,Lavrio-New_GRE_030,42016,2016-04-08,0,Lavrio-New_GRE_030042016
221,221,Lavrio-New_GRE_030,42016,2016-04-09,0,Lavrio-New_GRE_030042016
222,222,Lavrio-New_GRE_030,42016,2016-04-10,0,Lavrio-New_GRE_030042016
223,223,Lavrio-New_GRE_030,42016,2016-04-11,0,Lavrio-New_GRE_030042016
224,224,Lavrio-New_GRE_030,42016,2016-04-12,0,Lavrio-New_GRE_030042016
225,225,Lavrio-New_GRE_030,42016,2016-04-13,0,Lavrio-New_GRE_030042016
226,226,Lavrio-New_GRE_030,42016,2016-04-14,0,Lavrio-New_GRE_030042016
227,227,Lavrio-New_GRE_030,42016,2016-04-15,0,Lavrio-New_GRE_030042016
228,228,Lavrio-New_GRE_030,42016,2016-04-16,0,Lavrio-New_GRE_030042016
229,229,Lavrio-New_GRE_030,42016,2016-04-17,0,Lavrio-New_GRE_030042016
230,230,Lavrio-New_GRE_030,42016,2016-04-18,0,Lavrio-New_GRE_030042016
231,231,Lavrio-New_GRE_030,42016,2016-04-19,0,Lavrio-New_GRE_030042016
232,232,Lavrio-New_GRE_030,42016,2016-04-20,0,Lavrio-New_GRE_030042016
233,233,Lavrio-New_GRE_030,42016,2016-04-21,0,Lavrio-New_GRE_030042016
234,234,Lavrio-New_GRE_030,42016,2016-04-22,0,Lavrio-New_GRE_030042016
235,235,Lavrio-New_GRE_030,42016,2016-04-23,0,Lavrio-New_GRE_030042016
236,236,Lavrio-New_GRE_030,42016,2016-04-24,0,Lavrio-New_GRE_030042016
237,237,Lavrio-New_GRE_030,42016,2016-04-25,0,Lavrio-New_GRE_030042016
238,238,Lavrio-New_GRE_030,42016,2016-04-26,0,Lavrio-New_GRE_030042016
239,239,Lavrio-New_GRE_030,42016,2016-04-27,0,Lavrio-New_GRE_030042016
240,240,Lavrio-New_GRE_030,42016,2016-04-28,0,Lavrio-New_GRE_030042016
241,241,Lavrio-New_GRE_030,42016,2016-04-29,0,Lavrio-New_GRE_030042016
242,242,Lavrio-New_GRE_030,42016,2016-04-30,0,Lavrio-New_GRE_030042016
243,243,Leros-Lepida_GRE_032,102016,2016-10-01,0,Leros-Lepida_GRE_032102016
244,244,Leros-Lepida_GRE_032,102016,2016-10-02,0,Leros-Lepida_GRE_032102016
245,245,Leros-Lepida_GRE_032,102016,2016-10-03,0,Leros-Lepida_GRE_032102016
246,246,Leros-Lepida_GRE_032,102016,2016-10-04,0,Leros-Lepida_GRE_032102016
247,247,Leros-Lepida_GRE_032,102016,2016-10-05,0,Leros-Lepida_GRE_032102016
248,248,Leros-Lepida_GRE_032,102016,2016-10-06,0,Leros-Lepida_GRE_032102016
249,249,Leros-Lepida_GRE_032,102016,2016-10-07,0,Leros-Lepida_GRE_032102016
250,250,Leros-Lepida_GRE_032,102016,2016-10-08,0,Leros-Lepida_GRE_032102016
251,251,Leros-Lepida_GRE_032,102016,2016-10-09,0,Leros-Lepida_GRE_032102016
252,252,Leros-Lepida_GRE_032,102016,2016-10-10,0,Leros-Lepida_GRE_032102016
253,253,Leros-Lepida_GRE_032,102016,2016-10-11,0,Leros-Lepida_GRE_032102016
254,254,Leros-Lepida_GRE_032,102016,2016-10-12,0,Leros-Lepida_GRE_032102016
255,255,Leros-Lepida_GRE_032,102016,2016-10-13,0,Leros-Lepida_GRE_032102016
256,256,Leros-Lepida_GRE_032,102016,2016-10-14,0,Leros-Lepida_GRE_032102016
257,257,Leros-Lepida_GRE_032,102016,2016-10-15,0,Leros-Lepida_GRE_032102016
258,258,Leros-Lepida_GRE_032,102016,2016-10-16,0,Leros-Lepida_GRE_032102016
259,259,Leros-Lepida_GRE_032,102016,2016-10-17,0,Leros-Lepida_GRE_032102016
260,260,Leros-Lepida_GRE_032,102016,2016-10-18,0,Leros-Lepida_GRE_032102016
261,261,Leros-Lepida_GRE_032,102016,2016-10-19,0,Leros-Lepida_GRE_032102016
262,262,Leros-Lepida_GRE_032,102016,2016-10-20,0,Leros-Lepida_GRE_032102016
263,263,Leros-Lepida_GRE_032,102016,2016-10-21,0,Leros-Lepida_GRE_032102016
264,264,Leros-Lepida_GRE_032,102016,2016-10-22,0,Leros-Lepida_GRE_032102016
265,265,Leros-Lepida_GRE_032,102016,2016-10-23,0,Leros-Lepida_GRE_032102016
266,266,Leros-Lepida_GRE_032,102016,2016-10-24,0,Leros-Lepida_GRE_032102016
267,267,Leros-Lepida_GRE_032,102016,2016-10-25,0,Leros-Lepida_GRE_032102016
268,268,Leros-Lepida_GRE_032,102016,2016-10-26,0,Leros-Lepida_GRE_032102016
269,269,Leros-Lepida_GRE_032,102016,2016-10-27,0,Leros-Lepida_GRE_032102016
270,270,Leros-Lepida_GRE_032,102016,2016-10-28,0,Leros-Lepida_GRE_032102016
271,271,Leros-Lepida_GRE_032,102016,2016-10-29,0,Leros-Lepida_GRE_032102016
272,272,Leros-Lepida_GRE_032,102016,2016-10-30,0,Leros-Lepida_GRE_032102016
273,273,Leros-Lepida_GRE_032,102016,2016-10-31,0,Leros-Lepida_GRE_032102016
274,274,Moria_GRE_001,12017,2017-01-01,0,Moria_GRE_001012017
275,275,Moria_GRE_001,12017,2017-01-02,0,Moria_GRE_001012017
276,276,Moria_GRE_001,12017,2017-01-03,0,Moria_GRE_001012017
277,277,Moria_GRE_001,12017,2017-01-04,0,Moria_GRE_001012017
278,278,Moria_GRE_001,12017,2017-01-05,0,Moria_GRE_001012017
279,279,Moria_GRE_001,12017,2017-01-06,0,Moria_GRE_001012017
280,280,Moria_GRE_001,12017,2017-01-07,0,Moria_GRE_001012017
281,281,Moria_GRE_001,12017,2017-01-08,0,Moria_GRE_001012017
282,282,Moria_GRE_001,12017,2017-01-09,0,Moria_GRE_001012017
283,283,Moria_GRE_001,12017,2017-01-10,0,Moria_GRE_001012017
284,284,Moria_GRE_001,12017,2017-01-11,0,Moria_GRE_001012017
285,285,Moria_GRE_001,12017,2017-01-12,0,Moria_GRE_001012017
286,286,Moria_GRE_001,12017,2017-01-13,0,Moria_GRE_001012017
287,287,Moria_GRE_001,12017,2017-01-14,0,Moria_GRE_001012017
288,288,Moria_GRE_001,12017,2017-01-15,0,Moria_GRE_001012017
289,289,Moria_GRE_001,12017,2017-01-16,0,Moria_GRE_001012017
290,290,Moria_GRE_001,12017,2017-01-17,0,Moria_GRE_001012017
291,291,Moria_GRE_001,12017,2017-01-18,0,Moria_GRE_001012017
292,292,Moria_GRE_001,12017,2017-01-19,0,Moria_GRE_001012017
293,293,Moria_GRE_001,12017,2017-01-20,0,Moria_GRE_001012017
294,294,Moria_GRE_001,12017,2017-01-21,0,Moria_GRE_001012017
295,295,Moria_GRE_001,12017,2017-01-22,0,Moria_GRE_001012017
296,296,Moria_GRE_001,12017,2017-01-23,0,Moria_GRE_001012017
297,297,Moria_GRE_001,12017,2017-01-24,0,Moria_GRE_001012017
298,298,Moria_GRE_001,12017,2017-01-25,0,Moria_GRE_001012017
299,299,Moria_GRE_001,12017,2017-01-26,0,Moria_GRE_001012017
300,300,Moria_GRE_001,12017,2017-01-27,0,Moria_GRE_001012017
301,301,Moria_GRE_001,12017,2017-01-28,0,Moria_GRE_001012017
302,302,Moria_GRE_001,12017,2017-01-29,0,Moria_GRE_001012017
303,303,Moria_GRE_001,12017,2017-01-30,0,Moria_GRE_001012017
304,304,Moria_GRE_001,12017,2017-01-31,0,Moria_GRE_001012017
305,305,Moria_GRE_001,102016,2016-10-01,0,Moria_GRE_001102016
306,306,Moria_GRE_001,102016,2016-10-02,0,Moria_GRE_001102016
307,307,Moria_GRE_001,102016,2016-10-03,0,Moria_GRE_001102016
308,308,Moria_GRE_001,102016,2016-10-04,0,Moria_GRE_001102016
309,309,Moria_GRE_001,102016,2016-10-05,0,Moria_GRE_001102016
310,310,Moria_GRE_001,102016,2016-10-06,0,Moria_GRE_001102016
311,311,Moria_GRE_001,102016,2016-10-07,0,Moria_GRE_001102016
312,312,Moria_GRE_001,102016,2016-10-08,0,Moria_GRE_001102016
313,313,Moria_GRE_001,102016,2016-10-09,0,Moria_GRE_001102016
314,314,Moria_GRE_001,102016,2016-10-10,0,Moria_GRE_001102016
315,315,Moria_GRE_001,102016,2016-10-11,0,Moria_GRE_001102016
316,316,Moria_GRE_001,102016,2016-10-12,0,Moria_GRE_001102016
317,317,Moria_GRE_001,102016,2016-10-13,0,Moria_GRE_001102016
318,318,Moria_GRE_001,102016,2016-10-14,0,Moria_GRE_001102016
319,319,Moria_GRE_001,102016,2016-10-15,0,Moria_GRE_001102016
320,320,Moria_GRE_001,102016,2016-10-16,0,Moria_GRE_001102016
321,321,Moria_GRE_001,102016,2016-10-17,0,Moria_GRE_001102016
322,322,Moria_GRE_001,102016,2016-10-18,0,Moria_GRE_001102016
323,323,Moria_GRE_001,102016,2016-10-19,0,Moria_GRE_001102016
324,324,Moria_GRE_001,102016,2016-10-20,0,Moria_GRE_001102016
325,325,Moria_GRE_001,102016,2016-10-21,0,Moria_GRE_001102016
326,326,Moria_GRE_001,102016,2016-10-22,0,Moria_GRE_001102016
327,327,Moria_GRE_001,102016,2016-10-23,0,Moria_GRE_001102016
328,328,Moria_GRE_001,102016,2016-10-24,0,Moria_GRE_001102016
329,329,Moria_GRE_001,102016,2016-10-25,0,Moria_GRE_001102016
330,330,Moria_GRE_001,102016,2016-10-26,0,Moria_GRE_001102016
331,331,Moria_GRE_001,102016,2016-10-27,0,Moria_GRE_001102016
332,332,Moria_GRE_001,102016,2016-10-28,0,Moria_GRE_001102016
333,333,Moria_GRE_001,102016,2016-10-29,0,Moria_GRE_001102016
334,334,Moria_GRE_001,102016,2016-10-30,0,Moria_GRE_001102016
335,335,Moria_GRE_001,102016,2016-10-31,0,Moria_GRE_001102016
336,336,Rafina_GRE_039,102016,2016-10-01,0,Rafina_GRE_039102016
