,campfilename,monthyear,date,total_clients,cmy,dupc
0,Andravida_GRE_004,42016,4/1/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-01
1,Andravida_GRE_004,42016,4/2/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-02
2,Andravida_GRE_004,42016,4/3/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-03
3,Andravida_GRE_004,42016,4/4/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-04
4,Andravida_GRE_004,42016,4/5/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-05
5,Andravida_GRE_004,42016,4/6/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-06
6,Andravida_GRE_004,42016,4/7/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-07
7,Andravida_GRE_004,42016,4/8/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-08
8,Andravida_GRE_004,42016,4/9/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-09
9,Andravida_GRE_004,42016,4/10/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-10
10,Andravida_GRE_004,42016,4/11/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-11
11,Andravida_GRE_004,42016,4/12/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-12
12,Andravida_GRE_004,42016,4/13/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-13
13,Andravida_GRE_004,42016,4/14/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-14
14,Andravida_GRE_004,42016,4/15/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-15
15,Andravida_GRE_004,42016,4/16/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-16
16,Andravida_GRE_004,42016,4/17/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-17
17,Andravida_GRE_004,42016,4/18/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-18
18,Andravida_GRE_004,42016,4/19/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-19
19,Andravida_GRE_004,42016,4/20/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-20
20,Andravida_GRE_004,42016,4/21/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-21
21,Andravida_GRE_004,42016,4/22/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-22
22,Andravida_GRE_004,42016,4/23/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-23
23,Andravida_GRE_004,42016,4/24/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-24
24,Andravida_GRE_004,42016,4/25/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-25
25,Andravida_GRE_004,42016,4/26/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-26
26,Andravida_GRE_004,42016,4/27/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-27
27,Andravida_GRE_004,42016,4/28/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-28
28,Andravida_GRE_004,42016,4/29/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-29
29,Andravida_GRE_004,42016,4/30/2016,0,Andravida_GRE_004042016,Andravida_GRE_0042016-04-30
30,Andravida_GRE_004,102016,10/1/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-01
31,Andravida_GRE_004,102016,10/2/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-02
32,Andravida_GRE_004,102016,10/3/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-03
33,Andravida_GRE_004,102016,10/4/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-04
34,Andravida_GRE_004,102016,10/5/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-05
35,Andravida_GRE_004,102016,10/6/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-06
36,Andravida_GRE_004,102016,10/7/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-07
37,Andravida_GRE_004,102016,10/8/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-08
38,Andravida_GRE_004,102016,10/9/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-09
39,Andravida_GRE_004,102016,10/10/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-10
40,Andravida_GRE_004,102016,10/11/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-11
41,Andravida_GRE_004,102016,10/12/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-12
42,Andravida_GRE_004,102016,10/13/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-13
43,Andravida_GRE_004,102016,10/14/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-14
44,Andravida_GRE_004,102016,10/15/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-15
45,Andravida_GRE_004,102016,10/16/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-16
46,Andravida_GRE_004,102016,10/17/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-17
47,Andravida_GRE_004,102016,10/18/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-18
48,Andravida_GRE_004,102016,10/19/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-19
49,Andravida_GRE_004,102016,10/20/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-20
50,Andravida_GRE_004,102016,10/21/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-21
51,Andravida_GRE_004,102016,10/22/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-22
52,Andravida_GRE_004,102016,10/23/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-23
53,Andravida_GRE_004,102016,10/24/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-24
54,Andravida_GRE_004,102016,10/25/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-25
55,Andravida_GRE_004,102016,10/26/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-26
56,Andravida_GRE_004,102016,10/27/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-27
57,Andravida_GRE_004,102016,10/28/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-28
58,Andravida_GRE_004,102016,10/29/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-29
59,Andravida_GRE_004,102016,10/30/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-30
60,Andravida_GRE_004,102016,10/31/2016,0,Andravida_GRE_004102016,Andravida_GRE_0042016-10-31
61,Drama_GRE_011,42016,4/1/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-01
62,Drama_GRE_011,42016,4/2/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-02
63,Drama_GRE_011,42016,4/3/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-03
64,Drama_GRE_011,42016,4/4/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-04
65,Drama_GRE_011,42016,4/5/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-05
66,Drama_GRE_011,42016,4/6/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-06
67,Drama_GRE_011,42016,4/7/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-07
68,Drama_GRE_011,42016,4/8/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-08
69,Drama_GRE_011,42016,4/9/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-09
70,Drama_GRE_011,42016,4/10/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-10
71,Drama_GRE_011,42016,4/11/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-11
72,Drama_GRE_011,42016,4/12/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-12
73,Drama_GRE_011,42016,4/13/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-13
74,Drama_GRE_011,42016,4/14/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-14
75,Drama_GRE_011,42016,4/15/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-15
76,Drama_GRE_011,42016,4/16/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-16
77,Drama_GRE_011,42016,4/17/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-17
78,Drama_GRE_011,42016,4/18/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-18
79,Drama_GRE_011,42016,4/19/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-19
80,Drama_GRE_011,42016,4/20/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-20
81,Drama_GRE_011,42016,4/21/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-21
82,Drama_GRE_011,42016,4/22/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-22
83,Drama_GRE_011,42016,4/23/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-23
84,Drama_GRE_011,42016,4/24/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-24
85,Drama_GRE_011,42016,4/25/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-25
86,Drama_GRE_011,42016,4/26/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-26
87,Drama_GRE_011,42016,4/27/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-27
88,Drama_GRE_011,42016,4/28/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-28
89,Drama_GRE_011,42016,4/29/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-29
90,Drama_GRE_011,42016,4/30/2016,0,Drama_GRE_011042016,Drama_GRE_0112016-04-30
91,Eleonas_GRE_013,102016,10/1/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-01
92,Eleonas_GRE_013,102016,10/2/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-02
93,Eleonas_GRE_013,102016,10/3/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-03
94,Eleonas_GRE_013,102016,10/4/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-04
95,Eleonas_GRE_013,102016,10/5/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-05
96,Eleonas_GRE_013,102016,10/6/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-06
97,Eleonas_GRE_013,102016,10/7/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-07
98,Eleonas_GRE_013,102016,10/8/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-08
99,Eleonas_GRE_013,102016,10/9/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-09
100,Eleonas_GRE_013,102016,10/10/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-10
101,Eleonas_GRE_013,102016,10/11/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-11
102,Eleonas_GRE_013,102016,10/12/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-12
103,Eleonas_GRE_013,102016,10/13/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-13
104,Eleonas_GRE_013,102016,10/14/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-14
105,Eleonas_GRE_013,102016,10/15/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-15
106,Eleonas_GRE_013,102016,10/16/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-16
107,Eleonas_GRE_013,102016,10/17/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-17
108,Eleonas_GRE_013,102016,10/18/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-18
109,Eleonas_GRE_013,102016,10/19/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-19
110,Eleonas_GRE_013,102016,10/20/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-20
111,Eleonas_GRE_013,102016,10/21/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-21
112,Eleonas_GRE_013,102016,10/22/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-22
113,Eleonas_GRE_013,102016,10/23/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-23
114,Eleonas_GRE_013,102016,10/24/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-24
115,Eleonas_GRE_013,102016,10/25/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-25
116,Eleonas_GRE_013,102016,10/26/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-26
117,Eleonas_GRE_013,102016,10/27/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-27
118,Eleonas_GRE_013,102016,10/28/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-28
119,Eleonas_GRE_013,102016,10/29/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-29
120,Eleonas_GRE_013,102016,10/30/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-30
121,Eleonas_GRE_013,102016,10/31/2016,0,Eleonas_GRE_013102016,Eleonas_GRE_0132016-10-31
122,Eleonas_GRE_013,42016,4/1/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-01
123,Eleonas_GRE_013,42016,4/2/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-02
124,Eleonas_GRE_013,42016,4/3/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-03
125,Eleonas_GRE_013,42016,4/4/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-04
126,Eleonas_GRE_013,42016,4/5/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-05
127,Eleonas_GRE_013,42016,4/6/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-06
128,Eleonas_GRE_013,42016,4/7/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-07
129,Eleonas_GRE_013,42016,4/8/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-08
130,Eleonas_GRE_013,42016,4/9/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-09
131,Eleonas_GRE_013,42016,4/10/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-10
132,Eleonas_GRE_013,42016,4/11/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-11
133,Eleonas_GRE_013,42016,4/12/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-12
134,Eleonas_GRE_013,42016,4/13/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-13
135,Eleonas_GRE_013,42016,4/14/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-14
136,Eleonas_GRE_013,42016,4/15/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-15
137,Eleonas_GRE_013,42016,4/16/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-16
138,Eleonas_GRE_013,42016,4/17/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-17
139,Eleonas_GRE_013,42016,4/18/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-18
140,Eleonas_GRE_013,42016,4/19/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-19
141,Eleonas_GRE_013,42016,4/20/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-20
142,Eleonas_GRE_013,42016,4/21/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-21
143,Eleonas_GRE_013,42016,4/22/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-22
144,Eleonas_GRE_013,42016,4/23/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-23
145,Eleonas_GRE_013,42016,4/24/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-24
146,Eleonas_GRE_013,42016,4/25/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-25
147,Eleonas_GRE_013,42016,4/26/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-26
148,Eleonas_GRE_013,42016,4/27/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-27
149,Eleonas_GRE_013,42016,4/28/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-28
150,Eleonas_GRE_013,42016,4/29/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-29
151,Eleonas_GRE_013,42016,4/30/2016,0,Eleonas_GRE_013042016,Eleonas_GRE_0132016-04-30
152,Kavala_GRE_024,102016,10/1/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-01
153,Kavala_GRE_024,102016,10/2/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-02
154,Kavala_GRE_024,102016,10/3/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-03
155,Kavala_GRE_024,102016,10/4/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-04
156,Kavala_GRE_024,102016,10/5/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-05
157,Kavala_GRE_024,102016,10/6/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-06
158,Kavala_GRE_024,102016,10/7/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-07
159,Kavala_GRE_024,102016,10/8/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-08
160,Kavala_GRE_024,102016,10/9/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-09
161,Kavala_GRE_024,102016,10/10/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-10
162,Kavala_GRE_024,102016,10/11/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-11
163,Kavala_GRE_024,102016,10/12/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-12
164,Kavala_GRE_024,102016,10/13/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-13
165,Kavala_GRE_024,102016,10/14/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-14
166,Kavala_GRE_024,102016,10/15/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-15
167,Kavala_GRE_024,102016,10/16/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-16
168,Kavala_GRE_024,102016,10/17/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-17
169,Kavala_GRE_024,102016,10/18/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-18
170,Kavala_GRE_024,102016,10/19/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-19
171,Kavala_GRE_024,102016,10/20/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-20
172,Kavala_GRE_024,102016,10/21/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-21
173,Kavala_GRE_024,102016,10/22/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-22
174,Kavala_GRE_024,102016,10/23/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-23
175,Kavala_GRE_024,102016,10/24/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-24
176,Kavala_GRE_024,102016,10/25/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-25
177,Kavala_GRE_024,102016,10/26/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-26
178,Kavala_GRE_024,102016,10/27/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-27
179,Kavala_GRE_024,102016,10/28/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-28
180,Kavala_GRE_024,102016,10/29/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-29
181,Kavala_GRE_024,102016,10/30/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-30
182,Kavala_GRE_024,102016,10/31/2016,0,Kavala_GRE_024102016,Kavala_GRE_0242016-10-31
183,Koutsochero_GRE_028,42016,4/1/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-01
184,Koutsochero_GRE_028,42016,4/2/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-02
185,Koutsochero_GRE_028,42016,4/3/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-03
186,Koutsochero_GRE_028,42016,4/4/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-04
187,Koutsochero_GRE_028,42016,4/5/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-05
188,Koutsochero_GRE_028,42016,4/6/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-06
189,Koutsochero_GRE_028,42016,4/7/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-07
190,Koutsochero_GRE_028,42016,4/8/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-08
191,Koutsochero_GRE_028,42016,4/9/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-09
192,Koutsochero_GRE_028,42016,4/10/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-10
193,Koutsochero_GRE_028,42016,4/11/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-11
194,Koutsochero_GRE_028,42016,4/12/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-12
195,Koutsochero_GRE_028,42016,4/13/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-13
196,Koutsochero_GRE_028,42016,4/14/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-14
197,Koutsochero_GRE_028,42016,4/15/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-15
198,Koutsochero_GRE_028,42016,4/16/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-16
199,Koutsochero_GRE_028,42016,4/17/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-17
200,Koutsochero_GRE_028,42016,4/18/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-18
201,Koutsochero_GRE_028,42016,4/19/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-19
202,Koutsochero_GRE_028,42016,4/20/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-20
203,Koutsochero_GRE_028,42016,4/21/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-21
204,Koutsochero_GRE_028,42016,4/22/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-22
205,Koutsochero_GRE_028,42016,4/23/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-23
206,Koutsochero_GRE_028,42016,4/24/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-24
207,Koutsochero_GRE_028,42016,4/25/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-25
208,Koutsochero_GRE_028,42016,4/26/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-26
209,Koutsochero_GRE_028,42016,4/27/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-27
210,Koutsochero_GRE_028,42016,4/28/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-28
211,Koutsochero_GRE_028,42016,4/29/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-29
212,Koutsochero_GRE_028,42016,4/30/2016,0,Koutsochero_GRE_028042016,Koutsochero_GRE_0282016-04-30
213,Lavrio-New_GRE_030,42016,4/1/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-01
214,Lavrio-New_GRE_030,42016,4/2/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-02
215,Lavrio-New_GRE_030,42016,4/3/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-03
216,Lavrio-New_GRE_030,42016,4/4/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-04
217,Lavrio-New_GRE_030,42016,4/5/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-05
218,Lavrio-New_GRE_030,42016,4/6/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-06
219,Lavrio-New_GRE_030,42016,4/7/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-07
220,Lavrio-New_GRE_030,42016,4/8/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-08
221,Lavrio-New_GRE_030,42016,4/9/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-09
222,Lavrio-New_GRE_030,42016,4/10/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-10
223,Lavrio-New_GRE_030,42016,4/11/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-11
224,Lavrio-New_GRE_030,42016,4/12/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-12
225,Lavrio-New_GRE_030,42016,4/13/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-13
226,Lavrio-New_GRE_030,42016,4/14/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-14
227,Lavrio-New_GRE_030,42016,4/15/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-15
228,Lavrio-New_GRE_030,42016,4/16/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-16
229,Lavrio-New_GRE_030,42016,4/17/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-17
230,Lavrio-New_GRE_030,42016,4/18/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-18
231,Lavrio-New_GRE_030,42016,4/19/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-19
232,Lavrio-New_GRE_030,42016,4/20/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-20
233,Lavrio-New_GRE_030,42016,4/21/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-21
234,Lavrio-New_GRE_030,42016,4/22/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-22
235,Lavrio-New_GRE_030,42016,4/23/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-23
236,Lavrio-New_GRE_030,42016,4/24/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-24
237,Lavrio-New_GRE_030,42016,4/25/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-25
238,Lavrio-New_GRE_030,42016,4/26/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-26
239,Lavrio-New_GRE_030,42016,4/27/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-27
240,Lavrio-New_GRE_030,42016,4/28/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-28
241,Lavrio-New_GRE_030,42016,4/29/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-29
242,Lavrio-New_GRE_030,42016,4/30/2016,0,Lavrio-New_GRE_030042016,Lavrio-New_GRE_0302016-04-30
