,campfilename,monthyear,appcat,totalusagekb,usageperc,cmy
2622,Leros-Lepida_GRE_032,92018,Security,21116,0,Leros-Lepida_GRE_032092018
2623,Leros-Lepida_GRE_032,92018,Remote monitoring & management,4185,0,Leros-Lepida_GRE_032092018
2624,Leros-Lepida_GRE_032,92018,Sports,3723,0,Leros-Lepida_GRE_032092018
2625,Leros-Lepida_GRE_032,92018,Cloud services,375,0,Leros-Lepida_GRE_032092018
2626,Moria_GRE_001,22018,Video,3324317754,48,Moria_GRE_001022018
2627,Moria_GRE_001,22018,Other,2404578184,35,Moria_GRE_001022018
2628,Moria_GRE_001,22018,Social web,945511197,13,Moria_GRE_001022018
2629,Moria_GRE_001,22018,Music,73472496,1,Moria_GRE_001022018
2630,Moria_GRE_001,22018,Online backup,19088150,0,Moria_GRE_001022018
2631,Moria_GRE_001,22018,Advertising,13057139,0,Moria_GRE_001022018
2632,Moria_GRE_001,22018,Software & anti-virus updates,8611311,0,Moria_GRE_001022018
2633,Moria_GRE_001,22018,P2P,3869904,0,Moria_GRE_001022018
2634,Moria_GRE_001,22018,Email,2203786,0,Moria_GRE_001022018
2635,Moria_GRE_001,22018,File sharing,775048,0,Moria_GRE_001022018
2636,Moria_GRE_001,22018,Web file sharing,756387,0,Moria_GRE_001022018
2637,Moria_GRE_001,22018,Blogging,503792,0,Moria_GRE_001022018
2638,Moria_GRE_001,22018,VoIP & video conferencing,343733,0,Moria_GRE_001022018
2639,Moria_GRE_001,22018,Gaming,263272,0,Moria_GRE_001022018
2640,Moria_GRE_001,22018,Photo sharing,217748,0,Moria_GRE_001022018
2641,Moria_GRE_001,22018,Productivity,125797,0,Moria_GRE_001022018
2642,Moria_GRE_001,22018,News,61915,0,Moria_GRE_001022018
2643,Moria_GRE_001,22018,Security,27862,0,Moria_GRE_001022018
2644,Moria_GRE_001,22018,Sports,18210,0,Moria_GRE_001022018
2645,Moria_GRE_001,22018,Cloud services,139,0,Moria_GRE_001022018
2646,Moria_GRE_001,22018,Remote monitoring & management,31,0,Moria_GRE_001022018
2647,Moria_GRE_001,22018,Web payments,8,0,Moria_GRE_001022018
2648,Moria_GRE_001,22018,Business management,5,0,Moria_GRE_001022018
2649,Moria_GRE_001,32018,Video,3598784179,51,Moria_GRE_001032018
2650,Moria_GRE_001,32018,Other,2325375206,33,Moria_GRE_001032018
2651,Moria_GRE_001,32018,Social web,1007725145,14,Moria_GRE_001032018
2652,Moria_GRE_001,32018,Music,51692760,0,Moria_GRE_001032018
2653,Moria_GRE_001,32018,Online backup,21586056,0,Moria_GRE_001032018
2654,Moria_GRE_001,32018,Advertising,14199427,0,Moria_GRE_001032018
2655,Moria_GRE_001,32018,Email,2640737,0,Moria_GRE_001032018
2656,Moria_GRE_001,32018,P2P,2519200,0,Moria_GRE_001032018
2657,Moria_GRE_001,32018,Software & anti-virus updates,1276529,0,Moria_GRE_001032018
2658,Moria_GRE_001,32018,File sharing,1220626,0,Moria_GRE_001032018
2659,Moria_GRE_001,32018,Gaming,1110255,0,Moria_GRE_001032018
2660,Moria_GRE_001,32018,Web file sharing,835686,0,Moria_GRE_001032018
2661,Moria_GRE_001,32018,Blogging,387371,0,Moria_GRE_001032018
2662,Moria_GRE_001,32018,VoIP & video conferencing,352223,0,Moria_GRE_001032018
2663,Moria_GRE_001,32018,Productivity,203299,0,Moria_GRE_001032018
2664,Moria_GRE_001,32018,News,179644,0,Moria_GRE_001032018
2665,Moria_GRE_001,32018,Photo sharing,152761,0,Moria_GRE_001032018
2666,Moria_GRE_001,32018,Security,16764,0,Moria_GRE_001032018
2667,Moria_GRE_001,32018,Sports,839,0,Moria_GRE_001032018
2668,Moria_GRE_001,32018,Remote monitoring & management,838,0,Moria_GRE_001032018
2669,Moria_GRE_001,32018,Web payments,715,0,Moria_GRE_001032018
2670,Moria_GRE_001,32018,Cloud services,284,0,Moria_GRE_001032018
2671,Moria_GRE_001,32018,Business management,39,0,Moria_GRE_001032018
2672,Moria_GRE_001,42018,Video,3478573649,49,Moria_GRE_001042018
2673,Moria_GRE_001,42018,Other,2443587489,34,Moria_GRE_001042018
2674,Moria_GRE_001,42018,Social web,987901079,14,Moria_GRE_001042018
2675,Moria_GRE_001,42018,Music,49811548,0,Moria_GRE_001042018
2676,Moria_GRE_001,42018,Online backup,20361726,0,Moria_GRE_001042018
2677,Moria_GRE_001,42018,Advertising,13355277,0,Moria_GRE_001042018
2678,Moria_GRE_001,42018,Gaming,5568663,0,Moria_GRE_001042018
2679,Moria_GRE_001,42018,Software & anti-virus updates,4886381,0,Moria_GRE_001042018
2680,Moria_GRE_001,42018,P2P,4263328,0,Moria_GRE_001042018
2681,Moria_GRE_001,42018,File sharing,2346937,0,Moria_GRE_001042018
2682,Moria_GRE_001,42018,Email,2067057,0,Moria_GRE_001042018
2683,Moria_GRE_001,42018,Web file sharing,1149190,0,Moria_GRE_001042018
2684,Moria_GRE_001,42018,VoIP & video conferencing,570362,0,Moria_GRE_001042018
2685,Moria_GRE_001,42018,Blogging,195747,0,Moria_GRE_001042018
2686,Moria_GRE_001,42018,Photo sharing,157736,0,Moria_GRE_001042018
2687,Moria_GRE_001,42018,News,106264,0,Moria_GRE_001042018
2688,Moria_GRE_001,42018,Productivity,59614,0,Moria_GRE_001042018
2689,Moria_GRE_001,42018,Sports,58170,0,Moria_GRE_001042018
2690,Moria_GRE_001,42018,Security,40471,0,Moria_GRE_001042018
2691,Moria_GRE_001,42018,Remote monitoring & management,2404,0,Moria_GRE_001042018
2692,Moria_GRE_001,42018,Business management,263,0,Moria_GRE_001042018
2693,Moria_GRE_001,42018,Cloud services,152,0,Moria_GRE_001042018
2694,Moria_GRE_001,42018,Web payments,107,0,Moria_GRE_001042018
2695,Moria_GRE_001,52018,Video,2198564230,46,Moria_GRE_001052018
2696,Moria_GRE_001,52018,Other,1823539707,38,Moria_GRE_001052018
2697,Moria_GRE_001,52018,Social web,668612166,14,Moria_GRE_001052018
2698,Moria_GRE_001,52018,Music,38466404,0,Moria_GRE_001052018
2699,Moria_GRE_001,52018,Advertising,12983112,0,Moria_GRE_001052018
2700,Moria_GRE_001,52018,P2P,10975054,0,Moria_GRE_001052018
2701,Moria_GRE_001,52018,Online backup,5839580,0,Moria_GRE_001052018
2702,Moria_GRE_001,52018,Gaming,5557123,0,Moria_GRE_001052018
2703,Moria_GRE_001,52018,Email,1303762,0,Moria_GRE_001052018
2704,Moria_GRE_001,52018,File sharing,987919,0,Moria_GRE_001052018
2705,Moria_GRE_001,52018,Web file sharing,747942,0,Moria_GRE_001052018
2706,Moria_GRE_001,52018,Software & anti-virus updates,625976,0,Moria_GRE_001052018
2707,Moria_GRE_001,52018,VoIP & video conferencing,305965,0,Moria_GRE_001052018
2708,Moria_GRE_001,52018,Blogging,134203,0,Moria_GRE_001052018
2709,Moria_GRE_001,52018,News,123765,0,Moria_GRE_001052018
2710,Moria_GRE_001,52018,Photo sharing,94328,0,Moria_GRE_001052018
2711,Moria_GRE_001,52018,Security,20164,0,Moria_GRE_001052018
2712,Moria_GRE_001,52018,Sports,19263,0,Moria_GRE_001052018
2713,Moria_GRE_001,52018,Productivity,18840,0,Moria_GRE_001052018
2714,Moria_GRE_001,52018,Business management,489,0,Moria_GRE_001052018
2715,Moria_GRE_001,52018,Remote monitoring & management,119,0,Moria_GRE_001052018
2716,Moria_GRE_001,52018,Web payments,72,0,Moria_GRE_001052018
2717,Moria_GRE_001,62018,Video,4889462232,47,Moria_GRE_001062018
2718,Moria_GRE_001,62018,Other,3716188980,35,Moria_GRE_001062018
2719,Moria_GRE_001,62018,Social web,1590263495,15,Moria_GRE_001062018
2720,Moria_GRE_001,62018,Music,115065551,1,Moria_GRE_001062018
2721,Moria_GRE_001,62018,Advertising,35232680,0,Moria_GRE_001062018
2722,Moria_GRE_001,62018,Online backup,17997950,0,Moria_GRE_001062018
2723,Moria_GRE_001,62018,P2P,6351438,0,Moria_GRE_001062018
2724,Moria_GRE_001,62018,Email,3233183,0,Moria_GRE_001062018
2725,Moria_GRE_001,62018,Web file sharing,2237450,0,Moria_GRE_001062018
2726,Moria_GRE_001,62018,File sharing,1924384,0,Moria_GRE_001062018
2727,Moria_GRE_001,62018,Software & anti-virus updates,1689754,0,Moria_GRE_001062018
2728,Moria_GRE_001,62018,Blogging,623147,0,Moria_GRE_001062018
2729,Moria_GRE_001,62018,VoIP & video conferencing,532384,0,Moria_GRE_001062018
2730,Moria_GRE_001,62018,News,415533,0,Moria_GRE_001062018
2731,Moria_GRE_001,62018,Photo sharing,207046,0,Moria_GRE_001062018
2732,Moria_GRE_001,62018,Gaming,206919,0,Moria_GRE_001062018
2733,Moria_GRE_001,62018,Productivity,132206,0,Moria_GRE_001062018
2734,Moria_GRE_001,62018,Security,79969,0,Moria_GRE_001062018
2735,Moria_GRE_001,62018,Remote monitoring & management,46826,0,Moria_GRE_001062018
2736,Moria_GRE_001,62018,Sports,3627,0,Moria_GRE_001062018
2737,Moria_GRE_001,62018,Business management,1180,0,Moria_GRE_001062018
2738,Moria_GRE_001,62018,Web payments,514,0,Moria_GRE_001062018
2739,Moria_GRE_001,62018,Cloud services,241,0,Moria_GRE_001062018
2740,Moria_GRE_001,72018,Video,2801714374,45,Moria_GRE_001072018
2741,Moria_GRE_001,72018,Other,2241857084,36,Moria_GRE_001072018
2742,Moria_GRE_001,72018,Social web,975921942,15,Moria_GRE_001072018
2743,Moria_GRE_001,72018,Music,84328730,1,Moria_GRE_001072018
2744,Moria_GRE_001,72018,Advertising,23816337,0,Moria_GRE_001072018
2745,Moria_GRE_001,72018,Online backup,21135148,0,Moria_GRE_001072018
2746,Moria_GRE_001,72018,P2P,8260108,0,Moria_GRE_001072018
2747,Moria_GRE_001,72018,Web payments,5258323,0,Moria_GRE_001072018
2748,Moria_GRE_001,72018,File sharing,2137440,0,Moria_GRE_001072018
2749,Moria_GRE_001,72018,Email,1752717,0,Moria_GRE_001072018
2750,Moria_GRE_001,72018,Gaming,778345,0,Moria_GRE_001072018
2751,Moria_GRE_001,72018,Web file sharing,435789,0,Moria_GRE_001072018
2752,Moria_GRE_001,72018,Software & anti-virus updates,373548,0,Moria_GRE_001072018
2753,Moria_GRE_001,72018,VoIP & video conferencing,294068,0,Moria_GRE_001072018
2754,Moria_GRE_001,72018,Blogging,196580,0,Moria_GRE_001072018
2755,Moria_GRE_001,72018,Photo sharing,173590,0,Moria_GRE_001072018
2756,Moria_GRE_001,72018,News,144025,0,Moria_GRE_001072018
2757,Moria_GRE_001,72018,Security,61936,0,Moria_GRE_001072018
2758,Moria_GRE_001,72018,Productivity,41540,0,Moria_GRE_001072018
2759,Moria_GRE_001,72018,Sports,5416,0,Moria_GRE_001072018
2760,Moria_GRE_001,72018,Remote monitoring & management,938,0,Moria_GRE_001072018
2761,Moria_GRE_001,72018,Business management,245,0,Moria_GRE_001072018
2762,Moria_GRE_001,72018,Cloud services,185,0,Moria_GRE_001072018
2763,Moria_GRE_001,92018,Other,3498370641,52,Moria_GRE_001092018
2764,Moria_GRE_001,92018,Video,1724459212,25,Moria_GRE_001092018
2765,Moria_GRE_001,92018,Social web,1278428132,19,Moria_GRE_001092018
2766,Moria_GRE_001,92018,Music,90065478,1,Moria_GRE_001092018
2767,Moria_GRE_001,92018,Advertising,20108707,0,Moria_GRE_001092018
2768,Moria_GRE_001,92018,P2P,13924196,0,Moria_GRE_001092018
2769,Moria_GRE_001,92018,Software & anti-virus updates,4542035,0,Moria_GRE_001092018
2770,Moria_GRE_001,92018,Web payments,4044452,0,Moria_GRE_001092018
2771,Moria_GRE_001,92018,Email,2982993,0,Moria_GRE_001092018
2772,Moria_GRE_001,92018,Online backup,2248193,0,Moria_GRE_001092018
2773,Moria_GRE_001,92018,Web file sharing,1203681,0,Moria_GRE_001092018
2774,Moria_GRE_001,92018,VoIP & video conferencing,592224,0,Moria_GRE_001092018
2775,Moria_GRE_001,92018,File sharing,401528,0,Moria_GRE_001092018
2776,Moria_GRE_001,92018,Blogging,330322,0,Moria_GRE_001092018
2777,Moria_GRE_001,92018,News,188681,0,Moria_GRE_001092018
2778,Moria_GRE_001,92018,Photo sharing,136136,0,Moria_GRE_001092018
2779,Moria_GRE_001,92018,Gaming,113194,0,Moria_GRE_001092018
2780,Moria_GRE_001,92018,Security,74535,0,Moria_GRE_001092018
2781,Moria_GRE_001,92018,Sports,71215,0,Moria_GRE_001092018
2782,Moria_GRE_001,92018,Productivity,34961,0,Moria_GRE_001092018
2783,Moria_GRE_001,92018,Remote monitoring & management,1858,0,Moria_GRE_001092018
2784,Moria_GRE_001,92018,Cloud services,248,0,Moria_GRE_001092018
2785,Moria_GRE_001,92018,Business management,38,0,Moria_GRE_001092018
2786,Nea-Kavala_GRE_034,12017,Video,1472966271,74,Nea-Kavala_GRE_034012017
2787,Nea-Kavala_GRE_034,12017,Other,389292706,19,Nea-Kavala_GRE_034012017
2788,Nea-Kavala_GRE_034,12017,Social web,116366666,5,Nea-Kavala_GRE_034012017
2789,Nea-Kavala_GRE_034,12017,Music,2901937,0,Nea-Kavala_GRE_034012017
2790,Nea-Kavala_GRE_034,12017,File sharing,1651285,0,Nea-Kavala_GRE_034012017
2791,Nea-Kavala_GRE_034,12017,P2P,1309884,0,Nea-Kavala_GRE_034012017
2792,Nea-Kavala_GRE_034,12017,Email,1065464,0,Nea-Kavala_GRE_034012017
2793,Nea-Kavala_GRE_034,12017,Software & anti-virus updates,629100,0,Nea-Kavala_GRE_034012017
2794,Nea-Kavala_GRE_034,12017,Blogging,326825,0,Nea-Kavala_GRE_034012017
2795,Nea-Kavala_GRE_034,12017,VoIP & video conferencing,259844,0,Nea-Kavala_GRE_034012017
2796,Nea-Kavala_GRE_034,12017,Productivity,184471,0,Nea-Kavala_GRE_034012017
2797,Nea-Kavala_GRE_034,12017,Online backup,119505,0,Nea-Kavala_GRE_034012017
2798,Nea-Kavala_GRE_034,12017,News,93262,0,Nea-Kavala_GRE_034012017
2799,Nea-Kavala_GRE_034,12017,Photo sharing,50885,0,Nea-Kavala_GRE_034012017
2800,Nea-Kavala_GRE_034,12017,Gaming,23136,0,Nea-Kavala_GRE_034012017
2801,Nea-Kavala_GRE_034,12017,Sports,375,0,Nea-Kavala_GRE_034012017
2802,Nea-Kavala_GRE_034,12017,Web file sharing,15,0,Nea-Kavala_GRE_034012017
2803,Nea-Kavala_GRE_034,12017,Remote monitoring & management,0,0,Nea-Kavala_GRE_034012017
2804,Nea-Kavala_GRE_034,22018,Video,3118759044,57,Nea-Kavala_GRE_034022018
2805,Nea-Kavala_GRE_034,22018,Other,1309882694,24,Nea-Kavala_GRE_034022018
2806,Nea-Kavala_GRE_034,22018,Social web,910753533,16,Nea-Kavala_GRE_034022018
2807,Nea-Kavala_GRE_034,22018,Music,44925805,0,Nea-Kavala_GRE_034022018
2808,Nea-Kavala_GRE_034,22018,Software & anti-virus updates,32435288,0,Nea-Kavala_GRE_034022018
2809,Nea-Kavala_GRE_034,22018,Online backup,10108749,0,Nea-Kavala_GRE_034022018
2810,Nea-Kavala_GRE_034,22018,Advertising,7652162,0,Nea-Kavala_GRE_034022018
2811,Nea-Kavala_GRE_034,22018,VoIP & video conferencing,4799171,0,Nea-Kavala_GRE_034022018
2812,Nea-Kavala_GRE_034,22018,Email,3157992,0,Nea-Kavala_GRE_034022018
2813,Nea-Kavala_GRE_034,22018,Web file sharing,1882047,0,Nea-Kavala_GRE_034022018
2814,Nea-Kavala_GRE_034,22018,File sharing,1635811,0,Nea-Kavala_GRE_034022018
2815,Nea-Kavala_GRE_034,22018,Photo sharing,1339139,0,Nea-Kavala_GRE_034022018
2816,Nea-Kavala_GRE_034,22018,Productivity,1314918,0,Nea-Kavala_GRE_034022018
2817,Nea-Kavala_GRE_034,22018,P2P,1237362,0,Nea-Kavala_GRE_034022018
2818,Nea-Kavala_GRE_034,22018,Blogging,372237,0,Nea-Kavala_GRE_034022018
2819,Nea-Kavala_GRE_034,22018,Gaming,204087,0,Nea-Kavala_GRE_034022018
2820,Nea-Kavala_GRE_034,22018,News,162653,0,Nea-Kavala_GRE_034022018
2821,Nea-Kavala_GRE_034,22018,Security,27983,0,Nea-Kavala_GRE_034022018
2822,Nea-Kavala_GRE_034,22018,Sports,2430,0,Nea-Kavala_GRE_034022018
2823,Nea-Kavala_GRE_034,22018,Business management,800,0,Nea-Kavala_GRE_034022018
2824,Nea-Kavala_GRE_034,22018,Remote monitoring & management,530,0,Nea-Kavala_GRE_034022018
2825,Nea-Kavala_GRE_034,22018,Cloud services,280,0,Nea-Kavala_GRE_034022018
2826,Nea-Kavala_GRE_034,22018,Web payments,207,0,Nea-Kavala_GRE_034022018
2827,Nea-Kavala_GRE_034,32018,Video,3406519301,54,Nea-Kavala_GRE_034032018
2828,Nea-Kavala_GRE_034,32018,Other,1637291827,26,Nea-Kavala_GRE_034032018
2829,Nea-Kavala_GRE_034,32018,Social web,1080923210,17,Nea-Kavala_GRE_034032018
2830,Nea-Kavala_GRE_034,32018,Music,61758251,0,Nea-Kavala_GRE_034032018
2831,Nea-Kavala_GRE_034,32018,Software & anti-virus updates,34911508,0,Nea-Kavala_GRE_034032018
2832,Nea-Kavala_GRE_034,32018,Online backup,17101070,0,Nea-Kavala_GRE_034032018
2833,Nea-Kavala_GRE_034,32018,Web file sharing,13304069,0,Nea-Kavala_GRE_034032018
2834,Nea-Kavala_GRE_034,32018,Advertising,11882978,0,Nea-Kavala_GRE_034032018
2835,Nea-Kavala_GRE_034,32018,File sharing,2344102,0,Nea-Kavala_GRE_034032018
2836,Nea-Kavala_GRE_034,32018,Email,2259430,0,Nea-Kavala_GRE_034032018
2837,Nea-Kavala_GRE_034,32018,Productivity,1291111,0,Nea-Kavala_GRE_034032018
2838,Nea-Kavala_GRE_034,32018,VoIP & video conferencing,1143003,0,Nea-Kavala_GRE_034032018
2839,Nea-Kavala_GRE_034,32018,P2P,646811,0,Nea-Kavala_GRE_034032018
2840,Nea-Kavala_GRE_034,32018,Blogging,563107,0,Nea-Kavala_GRE_034032018
2841,Nea-Kavala_GRE_034,32018,Photo sharing,405870,0,Nea-Kavala_GRE_034032018
2842,Nea-Kavala_GRE_034,32018,News,371870,0,Nea-Kavala_GRE_034032018
2843,Nea-Kavala_GRE_034,32018,Gaming,201827,0,Nea-Kavala_GRE_034032018
2844,Nea-Kavala_GRE_034,32018,Security,57366,0,Nea-Kavala_GRE_034032018
2845,Nea-Kavala_GRE_034,32018,Remote monitoring & management,9879,0,Nea-Kavala_GRE_034032018
2846,Nea-Kavala_GRE_034,32018,Sports,3691,0,Nea-Kavala_GRE_034032018
2847,Nea-Kavala_GRE_034,32018,Business management,1059,0,Nea-Kavala_GRE_034032018
2848,Nea-Kavala_GRE_034,32018,Cloud services,386,0,Nea-Kavala_GRE_034032018
2849,Nea-Kavala_GRE_034,32018,Web payments,73,0,Nea-Kavala_GRE_034032018
2850,Nea-Kavala_GRE_034,42016,Other,68639058,70,Nea-Kavala_GRE_034042016
2851,Nea-Kavala_GRE_034,42016,Social web,27574581,28,Nea-Kavala_GRE_034042016
2852,Nea-Kavala_GRE_034,42016,Video,458951,0,Nea-Kavala_GRE_034042016
2853,Nea-Kavala_GRE_034,42016,Email,245522,0,Nea-Kavala_GRE_034042016
2854,Nea-Kavala_GRE_034,42016,VoIP & video conferencing,190640,0,Nea-Kavala_GRE_034042016
2855,Nea-Kavala_GRE_034,42016,Software & anti-virus updates,70720,0,Nea-Kavala_GRE_034042016
2856,Nea-Kavala_GRE_034,42016,Blogging,45416,0,Nea-Kavala_GRE_034042016
2857,Nea-Kavala_GRE_034,42016,Music,30543,0,Nea-Kavala_GRE_034042016
2858,Nea-Kavala_GRE_034,42016,P2P,15371,0,Nea-Kavala_GRE_034042016
2859,Nea-Kavala_GRE_034,42016,Photo sharing,15261,0,Nea-Kavala_GRE_034042016
2860,Nea-Kavala_GRE_034,42016,News,15031,0,Nea-Kavala_GRE_034042016
2861,Nea-Kavala_GRE_034,42016,File sharing,4891,0,Nea-Kavala_GRE_034042016
2862,Nea-Kavala_GRE_034,42016,Gaming,100,0,Nea-Kavala_GRE_034042016
2863,Nea-Kavala_GRE_034,42016,Web file sharing,12,0,Nea-Kavala_GRE_034042016
2864,Nea-Kavala_GRE_034,42016,Sports,1,0,Nea-Kavala_GRE_034042016
2865,Nea-Kavala_GRE_034,42018,Video,3472956203,49,Nea-Kavala_GRE_034042018
2866,Nea-Kavala_GRE_034,42018,Other,2014099470,28,Nea-Kavala_GRE_034042018
2867,Nea-Kavala_GRE_034,42018,Social web,1286309807,18,Nea-Kavala_GRE_034042018
2868,Nea-Kavala_GRE_034,42018,Music,84135714,1,Nea-Kavala_GRE_034042018
2869,Nea-Kavala_GRE_034,42018,Online backup,29719704,0,Nea-Kavala_GRE_034042018
2870,Nea-Kavala_GRE_034,42018,Web file sharing,24683103,0,Nea-Kavala_GRE_034042018
2871,Nea-Kavala_GRE_034,42018,Software & anti-virus updates,16750152,0,Nea-Kavala_GRE_034042018
2872,Nea-Kavala_GRE_034,42018,Advertising,12642430,0,Nea-Kavala_GRE_034042018
2873,Nea-Kavala_GRE_034,42018,File sharing,4619587,0,Nea-Kavala_GRE_034042018
2874,Nea-Kavala_GRE_034,42018,Email,3119716,0,Nea-Kavala_GRE_034042018
2875,Nea-Kavala_GRE_034,42018,VoIP & video conferencing,1135578,0,Nea-Kavala_GRE_034042018
2876,Nea-Kavala_GRE_034,42018,Productivity,883724,0,Nea-Kavala_GRE_034042018
2877,Nea-Kavala_GRE_034,42018,Gaming,603099,0,Nea-Kavala_GRE_034042018
2878,Nea-Kavala_GRE_034,42018,Blogging,547141,0,Nea-Kavala_GRE_034042018
2879,Nea-Kavala_GRE_034,42018,Photo sharing,243269,0,Nea-Kavala_GRE_034042018
2880,Nea-Kavala_GRE_034,42018,P2P,164912,0,Nea-Kavala_GRE_034042018
2881,Nea-Kavala_GRE_034,42018,News,146590,0,Nea-Kavala_GRE_034042018
2882,Nea-Kavala_GRE_034,42018,Security,77738,0,Nea-Kavala_GRE_034042018
2883,Nea-Kavala_GRE_034,42018,Remote monitoring & management,40202,0,Nea-Kavala_GRE_034042018
2884,Nea-Kavala_GRE_034,42018,Sports,2109,0,Nea-Kavala_GRE_034042018
2885,Nea-Kavala_GRE_034,42018,Business management,943,0,Nea-Kavala_GRE_034042018
2886,Nea-Kavala_GRE_034,42018,Web payments,132,0,Nea-Kavala_GRE_034042018
2887,Nea-Kavala_GRE_034,52018,Video,3336577530,51,Nea-Kavala_GRE_034052018
2888,Nea-Kavala_GRE_034,52018,Other,1885859730,29,Nea-Kavala_GRE_034052018
2889,Nea-Kavala_GRE_034,52018,Social web,1059202592,16,Nea-Kavala_GRE_034052018
2890,Nea-Kavala_GRE_034,52018,Music,95920126,1,Nea-Kavala_GRE_034052018
2891,Nea-Kavala_GRE_034,52018,Software & anti-virus updates,13919055,0,Nea-Kavala_GRE_034052018
2892,Nea-Kavala_GRE_034,52018,Advertising,12690213,0,Nea-Kavala_GRE_034052018
2893,Nea-Kavala_GRE_034,52018,Online backup,11530684,0,Nea-Kavala_GRE_034052018
2894,Nea-Kavala_GRE_034,52018,File sharing,5729409,0,Nea-Kavala_GRE_034052018
2895,Nea-Kavala_GRE_034,52018,Web file sharing,4794655,0,Nea-Kavala_GRE_034052018
2896,Nea-Kavala_GRE_034,52018,Email,2786585,0,Nea-Kavala_GRE_034052018
2897,Nea-Kavala_GRE_034,52018,Productivity,1332634,0,Nea-Kavala_GRE_034052018
2898,Nea-Kavala_GRE_034,52018,Blogging,1123950,0,Nea-Kavala_GRE_034052018
2899,Nea-Kavala_GRE_034,52018,VoIP & video conferencing,877473,0,Nea-Kavala_GRE_034052018
2900,Nea-Kavala_GRE_034,52018,Gaming,264380,0,Nea-Kavala_GRE_034052018
2901,Nea-Kavala_GRE_034,52018,P2P,170444,0,Nea-Kavala_GRE_034052018
2902,Nea-Kavala_GRE_034,52018,News,167864,0,Nea-Kavala_GRE_034052018
2903,Nea-Kavala_GRE_034,52018,Photo sharing,156786,0,Nea-Kavala_GRE_034052018
2904,Nea-Kavala_GRE_034,52018,Security,96190,0,Nea-Kavala_GRE_034052018
2905,Nea-Kavala_GRE_034,52018,Remote monitoring & management,29767,0,Nea-Kavala_GRE_034052018
2906,Nea-Kavala_GRE_034,52018,Sports,4091,0,Nea-Kavala_GRE_034052018
2907,Nea-Kavala_GRE_034,52018,Business management,724,0,Nea-Kavala_GRE_034052018
2908,Nea-Kavala_GRE_034,52018,Cloud services,534,0,Nea-Kavala_GRE_034052018
2909,Nea-Kavala_GRE_034,52018,Web payments,189,0,Nea-Kavala_GRE_034052018
2910,Nea-Kavala_GRE_034,62017,Video,4140252262,63,Nea-Kavala_GRE_034062017
2911,Nea-Kavala_GRE_034,62017,Other,2026106772,31,Nea-Kavala_GRE_034062017
2912,Nea-Kavala_GRE_034,62017,Social web,260128509,3,Nea-Kavala_GRE_034062017
2913,Nea-Kavala_GRE_034,62017,Music,36861047,0,Nea-Kavala_GRE_034062017
2914,Nea-Kavala_GRE_034,62017,Software & anti-virus updates,20449504,0,Nea-Kavala_GRE_034062017
2915,Nea-Kavala_GRE_034,62017,Online backup,13846806,0,Nea-Kavala_GRE_034062017
2916,Nea-Kavala_GRE_034,62017,File sharing,9616562,0,Nea-Kavala_GRE_034062017
2917,Nea-Kavala_GRE_034,62017,Email,4389934,0,Nea-Kavala_GRE_034062017
2918,Nea-Kavala_GRE_034,62017,P2P,2113415,0,Nea-Kavala_GRE_034062017
2919,Nea-Kavala_GRE_034,62017,VoIP & video conferencing,1037186,0,Nea-Kavala_GRE_034062017
2920,Nea-Kavala_GRE_034,62017,Productivity,910123,0,Nea-Kavala_GRE_034062017
2921,Nea-Kavala_GRE_034,62017,Photo sharing,901341,0,Nea-Kavala_GRE_034062017
2922,Nea-Kavala_GRE_034,62017,Blogging,654163,0,Nea-Kavala_GRE_034062017
2923,Nea-Kavala_GRE_034,62017,Web file sharing,455182,0,Nea-Kavala_GRE_034062017
2924,Nea-Kavala_GRE_034,62017,News,322269,0,Nea-Kavala_GRE_034062017
2925,Nea-Kavala_GRE_034,62017,Gaming,57938,0,Nea-Kavala_GRE_034062017
2926,Nea-Kavala_GRE_034,62017,Sports,5016,0,Nea-Kavala_GRE_034062017
2927,Nea-Kavala_GRE_034,62017,Remote monitoring & management,73,0,Nea-Kavala_GRE_034062017
2928,Nea-Kavala_GRE_034,62017,Business management,58,0,Nea-Kavala_GRE_034062017
2929,Nea-Kavala_GRE_034,62018,Video,2605081423,49,Nea-Kavala_GRE_034062018
2930,Nea-Kavala_GRE_034,62018,Other,1660543197,31,Nea-Kavala_GRE_034062018
2931,Nea-Kavala_GRE_034,62018,Social web,861134789,16,Nea-Kavala_GRE_034062018
2932,Nea-Kavala_GRE_034,62018,Music,86510780,1,Nea-Kavala_GRE_034062018
2933,Nea-Kavala_GRE_034,62018,Software & anti-virus updates,22289125,0,Nea-Kavala_GRE_034062018
2934,Nea-Kavala_GRE_034,62018,Online backup,16250591,0,Nea-Kavala_GRE_034062018
2935,Nea-Kavala_GRE_034,62018,Advertising,11842505,0,Nea-Kavala_GRE_034062018
2936,Nea-Kavala_GRE_034,62018,File sharing,4915342,0,Nea-Kavala_GRE_034062018
2937,Nea-Kavala_GRE_034,62018,Email,2427088,0,Nea-Kavala_GRE_034062018
2938,Nea-Kavala_GRE_034,62018,Productivity,902521,0,Nea-Kavala_GRE_034062018
2939,Nea-Kavala_GRE_034,62018,Blogging,737885,0,Nea-Kavala_GRE_034062018
2940,Nea-Kavala_GRE_034,62018,VoIP & video conferencing,636537,0,Nea-Kavala_GRE_034062018
