,campfilename,monthyear,appcat,totalusagekb,usageperc,cmy
1180,Eleonas_GRE_013,52018,Photo sharing,211857,0,Eleonas_GRE_013052018
1181,Eleonas_GRE_013,52018,Security,188896,0,Eleonas_GRE_013052018
1182,Eleonas_GRE_013,52018,P2P,156527,0,Eleonas_GRE_013052018
1183,Eleonas_GRE_013,52018,Sports,9890,0,Eleonas_GRE_013052018
1184,Eleonas_GRE_013,52018,Remote monitoring & management,1198,0,Eleonas_GRE_013052018
1185,Eleonas_GRE_013,52018,Cloud services,904,0,Eleonas_GRE_013052018
1186,Eleonas_GRE_013,52018,Web payments,814,0,Eleonas_GRE_013052018
1187,Eleonas_GRE_013,52018,Business management,11,0,Eleonas_GRE_013052018
1188,Eleonas_GRE_013,92018,Video,4104090405,52,Eleonas_GRE_013092018
1189,Eleonas_GRE_013,92018,Other,2406612647,30,Eleonas_GRE_013092018
1190,Eleonas_GRE_013,92018,Social web,1170128811,14,Eleonas_GRE_013092018
1191,Eleonas_GRE_013,92018,Music,85792900,1,Eleonas_GRE_013092018
1192,Eleonas_GRE_013,92018,Software & anti-virus updates,40034613,0,Eleonas_GRE_013092018
1193,Eleonas_GRE_013,92018,Advertising,23406306,0,Eleonas_GRE_013092018
1194,Eleonas_GRE_013,92018,Online backup,9170157,0,Eleonas_GRE_013092018
1195,Eleonas_GRE_013,92018,File sharing,8025062,0,Eleonas_GRE_013092018
1196,Eleonas_GRE_013,92018,Email,3346613,0,Eleonas_GRE_013092018
1197,Eleonas_GRE_013,92018,Web file sharing,2954759,0,Eleonas_GRE_013092018
1198,Eleonas_GRE_013,92018,Productivity,2120444,0,Eleonas_GRE_013092018
1199,Eleonas_GRE_013,92018,Web payments,1986544,0,Eleonas_GRE_013092018
1200,Eleonas_GRE_013,92018,Blogging,626516,0,Eleonas_GRE_013092018
1201,Eleonas_GRE_013,92018,VoIP & video conferencing,477455,0,Eleonas_GRE_013092018
1202,Eleonas_GRE_013,92018,Gaming,411090,0,Eleonas_GRE_013092018
1203,Eleonas_GRE_013,92018,P2P,366211,0,Eleonas_GRE_013092018
1204,Eleonas_GRE_013,92018,News,341298,0,Eleonas_GRE_013092018
1205,Eleonas_GRE_013,92018,Photo sharing,186109,0,Eleonas_GRE_013092018
1206,Eleonas_GRE_013,92018,Security,178597,0,Eleonas_GRE_013092018
1207,Eleonas_GRE_013,92018,Sports,7022,0,Eleonas_GRE_013092018
1208,Eleonas_GRE_013,92018,Remote monitoring & management,4324,0,Eleonas_GRE_013092018
1209,Eleonas_GRE_013,92018,Business management,104,0,Eleonas_GRE_013092018
1210,Eleonas_GRE_013,92018,Cloud services,22,0,Eleonas_GRE_013092018
1211,Kato-Milia_GRE_061,22018,Video,2206149804,57,Kato-Milia_GRE_061022018
1212,Kato-Milia_GRE_061,22018,Other,1178602368,30,Kato-Milia_GRE_061022018
1213,Kato-Milia_GRE_061,22018,Social web,404580310,10,Kato-Milia_GRE_061022018
1214,Kato-Milia_GRE_061,22018,Music,27159595,0,Kato-Milia_GRE_061022018
1215,Kato-Milia_GRE_061,22018,Software & anti-virus updates,7157892,0,Kato-Milia_GRE_061022018
1216,Kato-Milia_GRE_061,22018,Advertising,5213103,0,Kato-Milia_GRE_061022018
1217,Kato-Milia_GRE_061,22018,Email,1616899,0,Kato-Milia_GRE_061022018
1218,Kato-Milia_GRE_061,22018,Online backup,1564363,0,Kato-Milia_GRE_061022018
1219,Kato-Milia_GRE_061,22018,File sharing,1421097,0,Kato-Milia_GRE_061022018
1220,Kato-Milia_GRE_061,22018,Web file sharing,700438,0,Kato-Milia_GRE_061022018
1221,Kato-Milia_GRE_061,22018,P2P,329345,0,Kato-Milia_GRE_061022018
1222,Kato-Milia_GRE_061,22018,VoIP & video conferencing,287141,0,Kato-Milia_GRE_061022018
1223,Kato-Milia_GRE_061,22018,Blogging,286080,0,Kato-Milia_GRE_061022018
1224,Kato-Milia_GRE_061,22018,Productivity,214607,0,Kato-Milia_GRE_061022018
1225,Kato-Milia_GRE_061,22018,Photo sharing,128561,0,Kato-Milia_GRE_061022018
1226,Kato-Milia_GRE_061,22018,Gaming,116112,0,Kato-Milia_GRE_061022018
1227,Kato-Milia_GRE_061,22018,News,53876,0,Kato-Milia_GRE_061022018
1228,Kato-Milia_GRE_061,22018,Security,36100,0,Kato-Milia_GRE_061022018
1229,Kato-Milia_GRE_061,22018,Business management,136,0,Kato-Milia_GRE_061022018
1230,Kato-Milia_GRE_061,22018,Sports,73,0,Kato-Milia_GRE_061022018
1231,Kato-Milia_GRE_061,22018,Web payments,58,0,Kato-Milia_GRE_061022018
1232,Kato-Milia_GRE_061,22018,Remote monitoring & management,41,0,Kato-Milia_GRE_061022018
1233,Kato-Milia_GRE_061,32018,Video,2531422914,52,Kato-Milia_GRE_061032018
1234,Kato-Milia_GRE_061,32018,Other,1737370248,36,Kato-Milia_GRE_061032018
1235,Kato-Milia_GRE_061,32018,Social web,483462421,10,Kato-Milia_GRE_061032018
1236,Kato-Milia_GRE_061,32018,Music,37439230,0,Kato-Milia_GRE_061032018
1237,Kato-Milia_GRE_061,32018,Advertising,7253429,0,Kato-Milia_GRE_061032018
1238,Kato-Milia_GRE_061,32018,Online backup,5761034,0,Kato-Milia_GRE_061032018
1239,Kato-Milia_GRE_061,32018,Web file sharing,5532696,0,Kato-Milia_GRE_061032018
1240,Kato-Milia_GRE_061,32018,Email,1758246,0,Kato-Milia_GRE_061032018
1241,Kato-Milia_GRE_061,32018,File sharing,872700,0,Kato-Milia_GRE_061032018
1242,Kato-Milia_GRE_061,32018,VoIP & video conferencing,675485,0,Kato-Milia_GRE_061032018
1243,Kato-Milia_GRE_061,32018,Software & anti-virus updates,352786,0,Kato-Milia_GRE_061032018
1244,Kato-Milia_GRE_061,32018,Blogging,186924,0,Kato-Milia_GRE_061032018
1245,Kato-Milia_GRE_061,32018,Productivity,183559,0,Kato-Milia_GRE_061032018
1246,Kato-Milia_GRE_061,32018,Gaming,138190,0,Kato-Milia_GRE_061032018
1247,Kato-Milia_GRE_061,32018,P2P,122105,0,Kato-Milia_GRE_061032018
1248,Kato-Milia_GRE_061,32018,Photo sharing,82244,0,Kato-Milia_GRE_061032018
1249,Kato-Milia_GRE_061,32018,News,42724,0,Kato-Milia_GRE_061032018
1250,Kato-Milia_GRE_061,32018,Security,36992,0,Kato-Milia_GRE_061032018
1251,Kato-Milia_GRE_061,32018,Sports,7667,0,Kato-Milia_GRE_061032018
1252,Kato-Milia_GRE_061,32018,Remote monitoring & management,2352,0,Kato-Milia_GRE_061032018
1253,Kato-Milia_GRE_061,32018,Web payments,356,0,Kato-Milia_GRE_061032018
1254,Kato-Milia_GRE_061,42018,Video,3059424581,54,Kato-Milia_GRE_061042018
1255,Kato-Milia_GRE_061,42018,Other,1813031367,32,Kato-Milia_GRE_061042018
1256,Kato-Milia_GRE_061,42018,Social web,686822557,12,Kato-Milia_GRE_061042018
1257,Kato-Milia_GRE_061,42018,Music,56898765,1,Kato-Milia_GRE_061042018
1258,Kato-Milia_GRE_061,42018,Online backup,22507531,0,Kato-Milia_GRE_061042018
1259,Kato-Milia_GRE_061,42018,Advertising,9188573,0,Kato-Milia_GRE_061042018
1260,Kato-Milia_GRE_061,42018,Web file sharing,1360702,0,Kato-Milia_GRE_061042018
1261,Kato-Milia_GRE_061,42018,Email,1240436,0,Kato-Milia_GRE_061042018
1262,Kato-Milia_GRE_061,42018,VoIP & video conferencing,460224,0,Kato-Milia_GRE_061042018
1263,Kato-Milia_GRE_061,42018,File sharing,377332,0,Kato-Milia_GRE_061042018
1264,Kato-Milia_GRE_061,42018,P2P,241988,0,Kato-Milia_GRE_061042018
1265,Kato-Milia_GRE_061,42018,Productivity,162976,0,Kato-Milia_GRE_061042018
1266,Kato-Milia_GRE_061,42018,Blogging,149084,0,Kato-Milia_GRE_061042018
1267,Kato-Milia_GRE_061,42018,Gaming,122740,0,Kato-Milia_GRE_061042018
1268,Kato-Milia_GRE_061,42018,Photo sharing,83299,0,Kato-Milia_GRE_061042018
1269,Kato-Milia_GRE_061,42018,Security,61217,0,Kato-Milia_GRE_061042018
1270,Kato-Milia_GRE_061,42018,Software & anti-virus updates,47067,0,Kato-Milia_GRE_061042018
1271,Kato-Milia_GRE_061,42018,News,43740,0,Kato-Milia_GRE_061042018
1272,Kato-Milia_GRE_061,42018,Sports,3283,0,Kato-Milia_GRE_061042018
1273,Kato-Milia_GRE_061,42018,Business management,863,0,Kato-Milia_GRE_061042018
1274,Kato-Milia_GRE_061,42018,Remote monitoring & management,204,0,Kato-Milia_GRE_061042018
1275,Kato-Milia_GRE_061,42018,Web payments,41,0,Kato-Milia_GRE_061042018
1276,Kato-Milia_GRE_061,52018,Video,3989942632,59,Kato-Milia_GRE_061052018
1277,Kato-Milia_GRE_061,52018,Other,1809673647,26,Kato-Milia_GRE_061052018
1278,Kato-Milia_GRE_061,52018,Social web,899869099,13,Kato-Milia_GRE_061052018
1279,Kato-Milia_GRE_061,52018,Music,34290165,0,Kato-Milia_GRE_061052018
1280,Kato-Milia_GRE_061,52018,Advertising,14005881,0,Kato-Milia_GRE_061052018
1281,Kato-Milia_GRE_061,52018,Online backup,6481228,0,Kato-Milia_GRE_061052018
1282,Kato-Milia_GRE_061,52018,Email,1372637,0,Kato-Milia_GRE_061052018
1283,Kato-Milia_GRE_061,52018,Web file sharing,1045773,0,Kato-Milia_GRE_061052018
1284,Kato-Milia_GRE_061,52018,VoIP & video conferencing,872881,0,Kato-Milia_GRE_061052018
1285,Kato-Milia_GRE_061,52018,P2P,290293,0,Kato-Milia_GRE_061052018
1286,Kato-Milia_GRE_061,52018,Gaming,285881,0,Kato-Milia_GRE_061052018
1287,Kato-Milia_GRE_061,52018,File sharing,220751,0,Kato-Milia_GRE_061052018
1288,Kato-Milia_GRE_061,52018,Photo sharing,159461,0,Kato-Milia_GRE_061052018
1289,Kato-Milia_GRE_061,52018,Blogging,138266,0,Kato-Milia_GRE_061052018
1290,Kato-Milia_GRE_061,52018,Productivity,99324,0,Kato-Milia_GRE_061052018
1291,Kato-Milia_GRE_061,52018,Software & anti-virus updates,50602,0,Kato-Milia_GRE_061052018
1292,Kato-Milia_GRE_061,52018,Security,41081,0,Kato-Milia_GRE_061052018
1293,Kato-Milia_GRE_061,52018,News,35570,0,Kato-Milia_GRE_061052018
1294,Kato-Milia_GRE_061,52018,Business management,908,0,Kato-Milia_GRE_061052018
1295,Kato-Milia_GRE_061,52018,Remote monitoring & management,870,0,Kato-Milia_GRE_061052018
1296,Kato-Milia_GRE_061,52018,Web payments,312,0,Kato-Milia_GRE_061052018
1297,Kato-Milia_GRE_061,52018,Sports,92,0,Kato-Milia_GRE_061052018
1298,Kato-Milia_GRE_061,62018,Video,4038856353,57,Kato-Milia_GRE_061062018
1299,Kato-Milia_GRE_061,62018,Other,1968451495,28,Kato-Milia_GRE_061062018
1300,Kato-Milia_GRE_061,62018,Social web,893872716,12,Kato-Milia_GRE_061062018
1301,Kato-Milia_GRE_061,62018,Music,50134116,0,Kato-Milia_GRE_061062018
1302,Kato-Milia_GRE_061,62018,Advertising,19135557,0,Kato-Milia_GRE_061062018
1303,Kato-Milia_GRE_061,62018,Online backup,2849316,0,Kato-Milia_GRE_061062018
1304,Kato-Milia_GRE_061,62018,Web file sharing,2141088,0,Kato-Milia_GRE_061062018
1305,Kato-Milia_GRE_061,62018,Email,1995396,0,Kato-Milia_GRE_061062018
1306,Kato-Milia_GRE_061,62018,VoIP & video conferencing,1580057,0,Kato-Milia_GRE_061062018
1307,Kato-Milia_GRE_061,62018,Software & anti-virus updates,985146,0,Kato-Milia_GRE_061062018
1308,Kato-Milia_GRE_061,62018,Gaming,421922,0,Kato-Milia_GRE_061062018
1309,Kato-Milia_GRE_061,62018,File sharing,404618,0,Kato-Milia_GRE_061062018
1310,Kato-Milia_GRE_061,62018,Blogging,234747,0,Kato-Milia_GRE_061062018
1311,Kato-Milia_GRE_061,62018,P2P,213742,0,Kato-Milia_GRE_061062018
1312,Kato-Milia_GRE_061,62018,Productivity,150577,0,Kato-Milia_GRE_061062018
1313,Kato-Milia_GRE_061,62018,Photo sharing,132847,0,Kato-Milia_GRE_061062018
1314,Kato-Milia_GRE_061,62018,News,50013,0,Kato-Milia_GRE_061062018
1315,Kato-Milia_GRE_061,62018,Security,31819,0,Kato-Milia_GRE_061062018
1316,Kato-Milia_GRE_061,62018,Remote monitoring & management,7697,0,Kato-Milia_GRE_061062018
1317,Kato-Milia_GRE_061,62018,Sports,287,0,Kato-Milia_GRE_061062018
1318,Kato-Milia_GRE_061,62018,Business management,263,0,Kato-Milia_GRE_061062018
1319,Kato-Milia_GRE_061,62018,Cloud services,215,0,Kato-Milia_GRE_061062018
1320,Kato-Milia_GRE_061,62018,Web payments,203,0,Kato-Milia_GRE_061062018
1321,Kato-Milia_GRE_061,72018,Video,3514322829,56,Kato-Milia_GRE_061072018
1322,Kato-Milia_GRE_061,72018,Other,1754417617,28,Kato-Milia_GRE_061072018
1323,Kato-Milia_GRE_061,72018,Social web,844100660,13,Kato-Milia_GRE_061072018
1324,Kato-Milia_GRE_061,72018,Music,35867082,0,Kato-Milia_GRE_061072018
1325,Kato-Milia_GRE_061,72018,Advertising,19259489,0,Kato-Milia_GRE_061072018
1326,Kato-Milia_GRE_061,72018,Online backup,7308209,0,Kato-Milia_GRE_061072018
1327,Kato-Milia_GRE_061,72018,Software & anti-virus updates,2702062,0,Kato-Milia_GRE_061072018
1328,Kato-Milia_GRE_061,72018,Web payments,1993322,0,Kato-Milia_GRE_061072018
1329,Kato-Milia_GRE_061,72018,Web file sharing,1957616,0,Kato-Milia_GRE_061072018
1330,Kato-Milia_GRE_061,72018,Email,1632139,0,Kato-Milia_GRE_061072018
1331,Kato-Milia_GRE_061,72018,File sharing,485618,0,Kato-Milia_GRE_061072018
1332,Kato-Milia_GRE_061,72018,P2P,479604,0,Kato-Milia_GRE_061072018
1333,Kato-Milia_GRE_061,72018,VoIP & video conferencing,336532,0,Kato-Milia_GRE_061072018
1334,Kato-Milia_GRE_061,72018,Gaming,226314,0,Kato-Milia_GRE_061072018
1335,Kato-Milia_GRE_061,72018,Productivity,218608,0,Kato-Milia_GRE_061072018
1336,Kato-Milia_GRE_061,72018,Blogging,180447,0,Kato-Milia_GRE_061072018
1337,Kato-Milia_GRE_061,72018,News,102384,0,Kato-Milia_GRE_061072018
1338,Kato-Milia_GRE_061,72018,Photo sharing,91884,0,Kato-Milia_GRE_061072018
1339,Kato-Milia_GRE_061,72018,Security,37526,0,Kato-Milia_GRE_061072018
1340,Kato-Milia_GRE_061,72018,Remote monitoring & management,6429,0,Kato-Milia_GRE_061072018
1341,Kato-Milia_GRE_061,72018,Sports,258,0,Kato-Milia_GRE_061072018
1342,Kato-Milia_GRE_061,72018,Business management,215,0,Kato-Milia_GRE_061072018
1343,Kato-Milia_GRE_061,92018,Video,2695649615,47,Kato-Milia_GRE_061092018
1344,Kato-Milia_GRE_061,92018,Other,2142814422,37,Kato-Milia_GRE_061092018
1345,Kato-Milia_GRE_061,92018,Social web,719720460,12,Kato-Milia_GRE_061092018
1346,Kato-Milia_GRE_061,92018,Music,53295691,0,Kato-Milia_GRE_061092018
1347,Kato-Milia_GRE_061,92018,Advertising,16599517,0,Kato-Milia_GRE_061092018
1348,Kato-Milia_GRE_061,92018,Online backup,3140314,0,Kato-Milia_GRE_061092018
1349,Kato-Milia_GRE_061,92018,Software & anti-virus updates,2974685,0,Kato-Milia_GRE_061092018
1350,Kato-Milia_GRE_061,92018,File sharing,2265869,0,Kato-Milia_GRE_061092018
1351,Kato-Milia_GRE_061,92018,Email,1317117,0,Kato-Milia_GRE_061092018
1352,Kato-Milia_GRE_061,92018,Productivity,957184,0,Kato-Milia_GRE_061092018
1353,Kato-Milia_GRE_061,92018,Web file sharing,750059,0,Kato-Milia_GRE_061092018
1354,Kato-Milia_GRE_061,92018,Web payments,697527,0,Kato-Milia_GRE_061092018
1355,Kato-Milia_GRE_061,92018,P2P,523515,0,Kato-Milia_GRE_061092018
1356,Kato-Milia_GRE_061,92018,Blogging,405298,0,Kato-Milia_GRE_061092018
1357,Kato-Milia_GRE_061,92018,Gaming,373372,0,Kato-Milia_GRE_061092018
1358,Kato-Milia_GRE_061,92018,VoIP & video conferencing,248465,0,Kato-Milia_GRE_061092018
1359,Kato-Milia_GRE_061,92018,News,78897,0,Kato-Milia_GRE_061092018
1360,Kato-Milia_GRE_061,92018,Photo sharing,39224,0,Kato-Milia_GRE_061092018
1361,Kato-Milia_GRE_061,92018,Security,25858,0,Kato-Milia_GRE_061092018
1362,Kato-Milia_GRE_061,92018,Remote monitoring & management,4416,0,Kato-Milia_GRE_061092018
1363,Kato-Milia_GRE_061,92018,Sports,127,0,Kato-Milia_GRE_061092018
1364,Kato-Milia_GRE_061,92018,Cloud services,17,0,Kato-Milia_GRE_061092018
1365,Kavala_GRE_024,32018,Video,257340923,44,Kavala_GRE_024032018
1366,Kavala_GRE_024,32018,Other,245295330,42,Kavala_GRE_024032018
1367,Kavala_GRE_024,32018,Social web,68560151,11,Kavala_GRE_024032018
1368,Kavala_GRE_024,32018,Music,834247,0,Kavala_GRE_024032018
1369,Kavala_GRE_024,32018,Advertising,718733,0,Kavala_GRE_024032018
1370,Kavala_GRE_024,32018,File sharing,527792,0,Kavala_GRE_024032018
1371,Kavala_GRE_024,32018,P2P,401010,0,Kavala_GRE_024032018
1372,Kavala_GRE_024,32018,Email,353831,0,Kavala_GRE_024032018
1373,Kavala_GRE_024,32018,Software & anti-virus updates,277471,0,Kavala_GRE_024032018
1374,Kavala_GRE_024,32018,Productivity,115425,0,Kavala_GRE_024032018
1375,Kavala_GRE_024,32018,Blogging,105433,0,Kavala_GRE_024032018
1376,Kavala_GRE_024,32018,News,72092,0,Kavala_GRE_024032018
1377,Kavala_GRE_024,32018,Web file sharing,68792,0,Kavala_GRE_024032018
1378,Kavala_GRE_024,32018,Gaming,52560,0,Kavala_GRE_024032018
1379,Kavala_GRE_024,32018,VoIP & video conferencing,33224,0,Kavala_GRE_024032018
1380,Kavala_GRE_024,32018,Online backup,26658,0,Kavala_GRE_024032018
1381,Kavala_GRE_024,32018,Security,10905,0,Kavala_GRE_024032018
1382,Kavala_GRE_024,32018,Photo sharing,6654,0,Kavala_GRE_024032018
1383,Kavala_GRE_024,32018,Web payments,44,0,Kavala_GRE_024032018
1384,Kavala_GRE_024,32018,Remote monitoring & management,19,0,Kavala_GRE_024032018
1385,Kavala_GRE_024,42018,Video,276234483,50,Kavala_GRE_024042018
1386,Kavala_GRE_024,42018,Other,186169668,34,Kavala_GRE_024042018
1387,Kavala_GRE_024,42018,Social web,70454150,12,Kavala_GRE_024042018
1388,Kavala_GRE_024,42018,File sharing,6595617,1,Kavala_GRE_024042018
1389,Kavala_GRE_024,42018,Advertising,834256,0,Kavala_GRE_024042018
1390,Kavala_GRE_024,42018,Music,752054,0,Kavala_GRE_024042018
1391,Kavala_GRE_024,42018,Software & anti-virus updates,359971,0,Kavala_GRE_024042018
1392,Kavala_GRE_024,42018,Email,322012,0,Kavala_GRE_024042018
1393,Kavala_GRE_024,42018,Web file sharing,280012,0,Kavala_GRE_024042018
1394,Kavala_GRE_024,42018,P2P,193824,0,Kavala_GRE_024042018
1395,Kavala_GRE_024,42018,Photo sharing,190795,0,Kavala_GRE_024042018
1396,Kavala_GRE_024,42018,Online backup,162073,0,Kavala_GRE_024042018
1397,Kavala_GRE_024,42018,Blogging,54986,0,Kavala_GRE_024042018
1398,Kavala_GRE_024,42018,VoIP & video conferencing,42444,0,Kavala_GRE_024042018
1399,Kavala_GRE_024,42018,Gaming,39016,0,Kavala_GRE_024042018
1400,Kavala_GRE_024,42018,Productivity,37462,0,Kavala_GRE_024042018
1401,Kavala_GRE_024,42018,News,31707,0,Kavala_GRE_024042018
1402,Kavala_GRE_024,42018,Security,19811,0,Kavala_GRE_024042018
1403,Kavala_GRE_024,42018,Cloud services,34,0,Kavala_GRE_024042018
1404,Kavala_GRE_024,42018,Web payments,24,0,Kavala_GRE_024042018
1405,Kavala_GRE_024,42018,Sports,12,0,Kavala_GRE_024042018
1406,Kavala_GRE_024,42018,Remote monitoring & management,4,0,Kavala_GRE_024042018
1407,Kavala_GRE_024,52018,Video,457247255,50,Kavala_GRE_024052018
1408,Kavala_GRE_024,52018,Other,312252721,34,Kavala_GRE_024052018
1409,Kavala_GRE_024,52018,Social web,115165548,12,Kavala_GRE_024052018
1410,Kavala_GRE_024,52018,Software & anti-virus updates,9587180,1,Kavala_GRE_024052018
1411,Kavala_GRE_024,52018,Music,7478684,0,Kavala_GRE_024052018
1412,Kavala_GRE_024,52018,Advertising,1965354,0,Kavala_GRE_024052018
1413,Kavala_GRE_024,52018,Email,794251,0,Kavala_GRE_024052018
1414,Kavala_GRE_024,52018,P2P,687575,0,Kavala_GRE_024052018
1415,Kavala_GRE_024,52018,File sharing,574571,0,Kavala_GRE_024052018
1416,Kavala_GRE_024,52018,Online backup,424649,0,Kavala_GRE_024052018
1417,Kavala_GRE_024,52018,Gaming,204544,0,Kavala_GRE_024052018
1418,Kavala_GRE_024,52018,Blogging,128321,0,Kavala_GRE_024052018
1419,Kavala_GRE_024,52018,Productivity,120879,0,Kavala_GRE_024052018
1420,Kavala_GRE_024,52018,News,54413,0,Kavala_GRE_024052018
1421,Kavala_GRE_024,52018,VoIP & video conferencing,49573,0,Kavala_GRE_024052018
1422,Kavala_GRE_024,52018,Web file sharing,47569,0,Kavala_GRE_024052018
1423,Kavala_GRE_024,52018,Security,30622,0,Kavala_GRE_024052018
1424,Kavala_GRE_024,52018,Photo sharing,7705,0,Kavala_GRE_024052018
1425,Kavala_GRE_024,52018,Web payments,419,0,Kavala_GRE_024052018
1426,Kavala_GRE_024,52018,Sports,16,0,Kavala_GRE_024052018
1427,Kavala_GRE_024,52018,Remote monitoring & management,5,0,Kavala_GRE_024052018
1428,Kavala_GRE_024,62018,Video,487799805,44,Kavala_GRE_024062018
1429,Kavala_GRE_024,62018,Other,397313554,36,Kavala_GRE_024062018
1430,Kavala_GRE_024,62018,Social web,173746512,15,Kavala_GRE_024062018
1431,Kavala_GRE_024,62018,Music,12746806,1,Kavala_GRE_024062018
1432,Kavala_GRE_024,62018,Software & anti-virus updates,6845340,0,Kavala_GRE_024062018
1433,Kavala_GRE_024,62018,Advertising,2585672,0,Kavala_GRE_024062018
1434,Kavala_GRE_024,62018,Online backup,1829534,0,Kavala_GRE_024062018
1435,Kavala_GRE_024,62018,File sharing,1270986,0,Kavala_GRE_024062018
1436,Kavala_GRE_024,62018,Email,1203511,0,Kavala_GRE_024062018
1437,Kavala_GRE_024,62018,P2P,157740,0,Kavala_GRE_024062018
1438,Kavala_GRE_024,62018,Web file sharing,130294,0,Kavala_GRE_024062018
1439,Kavala_GRE_024,62018,Gaming,112512,0,Kavala_GRE_024062018
1440,Kavala_GRE_024,62018,Productivity,77360,0,Kavala_GRE_024062018
1441,Kavala_GRE_024,62018,Blogging,66037,0,Kavala_GRE_024062018
1442,Kavala_GRE_024,62018,VoIP & video conferencing,51236,0,Kavala_GRE_024062018
1443,Kavala_GRE_024,62018,Sports,42572,0,Kavala_GRE_024062018
1444,Kavala_GRE_024,62018,News,38368,0,Kavala_GRE_024062018
1445,Kavala_GRE_024,62018,Security,34812,0,Kavala_GRE_024062018
1446,Kavala_GRE_024,62018,Photo sharing,33683,0,Kavala_GRE_024062018
1447,Kavala_GRE_024,62018,Web payments,259,0,Kavala_GRE_024062018
1448,Kavala_GRE_024,62018,Remote monitoring & management,6,0,Kavala_GRE_024062018
1449,Kavala_GRE_024,72018,Video,391489020,42,Kavala_GRE_024072018
1450,Kavala_GRE_024,72018,Other,327189206,35,Kavala_GRE_024072018
1451,Kavala_GRE_024,72018,Social web,178405170,19,Kavala_GRE_024072018
1452,Kavala_GRE_024,72018,Music,13420546,1,Kavala_GRE_024072018
1453,Kavala_GRE_024,72018,Software & anti-virus updates,2828382,0,Kavala_GRE_024072018
1454,Kavala_GRE_024,72018,Advertising,2280900,0,Kavala_GRE_024072018
1455,Kavala_GRE_024,72018,Online backup,1612536,0,Kavala_GRE_024072018
1456,Kavala_GRE_024,72018,File sharing,1144434,0,Kavala_GRE_024072018
1457,Kavala_GRE_024,72018,Email,877596,0,Kavala_GRE_024072018
1458,Kavala_GRE_024,72018,Gaming,206235,0,Kavala_GRE_024072018
1459,Kavala_GRE_024,72018,Productivity,107946,0,Kavala_GRE_024072018
1460,Kavala_GRE_024,72018,P2P,97322,0,Kavala_GRE_024072018
1461,Kavala_GRE_024,72018,VoIP & video conferencing,90028,0,Kavala_GRE_024072018
1462,Kavala_GRE_024,72018,Blogging,66988,0,Kavala_GRE_024072018
1463,Kavala_GRE_024,72018,Web payments,58039,0,Kavala_GRE_024072018
1464,Kavala_GRE_024,72018,News,51665,0,Kavala_GRE_024072018
1465,Kavala_GRE_024,72018,Security,46054,0,Kavala_GRE_024072018
1466,Kavala_GRE_024,72018,Web file sharing,24858,0,Kavala_GRE_024072018
1467,Kavala_GRE_024,72018,Photo sharing,9261,0,Kavala_GRE_024072018
1468,Kavala_GRE_024,72018,Cloud services,50,0,Kavala_GRE_024072018
1469,Kavala_GRE_024,72018,Sports,28,0,Kavala_GRE_024072018
1470,Kavala_GRE_024,72018,Remote monitoring & management,1,0,Kavala_GRE_024072018
1471,Kavala_GRE_024,92018,Video,289128323,45,Kavala_GRE_024092018
1472,Kavala_GRE_024,92018,Other,207785549,32,Kavala_GRE_024092018
1473,Kavala_GRE_024,92018,Social web,125028548,19,Kavala_GRE_024092018
1474,Kavala_GRE_024,92018,Music,9722024,1,Kavala_GRE_024092018
1475,Kavala_GRE_024,92018,Advertising,1873072,0,Kavala_GRE_024092018
1476,Kavala_GRE_024,92018,Software & anti-virus updates,844007,0,Kavala_GRE_024092018
1477,Kavala_GRE_024,92018,Productivity,748201,0,Kavala_GRE_024092018
1478,Kavala_GRE_024,92018,File sharing,653501,0,Kavala_GRE_024092018
1479,Kavala_GRE_024,92018,Email,558534,0,Kavala_GRE_024092018
1480,Kavala_GRE_024,92018,Gaming,320681,0,Kavala_GRE_024092018
1481,Kavala_GRE_024,92018,Online backup,301045,0,Kavala_GRE_024092018
1482,Kavala_GRE_024,92018,VoIP & video conferencing,90192,0,Kavala_GRE_024092018
1483,Kavala_GRE_024,92018,Blogging,77160,0,Kavala_GRE_024092018
1484,Kavala_GRE_024,92018,News,43067,0,Kavala_GRE_024092018
1485,Kavala_GRE_024,92018,P2P,19198,0,Kavala_GRE_024092018
1486,Kavala_GRE_024,92018,Photo sharing,15657,0,Kavala_GRE_024092018
1487,Kavala_GRE_024,92018,Security,13589,0,Kavala_GRE_024092018
1488,Kavala_GRE_024,92018,Web file sharing,11481,0,Kavala_GRE_024092018
1489,Kavala_GRE_024,92018,Web payments,1154,0,Kavala_GRE_024092018
1490,Kavala_GRE_024,92018,Cloud services,62,0,Kavala_GRE_024092018
1491,Kikinda_SRB_007,12018,Video,764016317,52,Kikinda_SRB_007012018
1492,Kikinda_SRB_007,12018,Other,465389443,32,Kikinda_SRB_007012018
1493,Kikinda_SRB_007,12018,Social web,203775079,14,Kikinda_SRB_007012018
1494,Kikinda_SRB_007,12018,Music,3624436,0,Kikinda_SRB_007012018
1495,Kikinda_SRB_007,12018,Advertising,1700893,0,Kikinda_SRB_007012018
1496,Kikinda_SRB_007,12018,Email,1499706,0,Kikinda_SRB_007012018
1497,Kikinda_SRB_007,12018,Software & anti-virus updates,815349,0,Kikinda_SRB_007012018
1498,Kikinda_SRB_007,12018,Productivity,590143,0,Kikinda_SRB_007012018
1499,Kikinda_SRB_007,12018,File sharing,367970,0,Kikinda_SRB_007012018
